,user_name,user_location,user_description,user_verified,date,text,hashtags,source
273,Tackleberry,,Indiana kid born and raised! Indiana sports fan! #iubb #Colts #Pacers #Reds #di9,False,2022-10-11 04:02:14+00:00,"I'm gonna go to an IU football game on Saturday and then a @Pacers game either Wednesday, Friday or Saturday next weekend during my vacation. #iufb #Pacers #GoldBlooded",,Twitter for Android
274,NBA Epic Moments,,"The brightest, craziest and most memorable moments of the best basketball league in the world. Join us.

YouTube: 
https://t.co/aPuvmKP3yS",False,2022-10-11 01:54:13+00:00,"🤭 Indiana has a wonderful 6th player.
—
The brightest, craziest and most memorable moments of the best basketball league in the world. Join us.
NBA Epic Moments:
https://t.co/C2cRwtaYbc
—
#nba #basketball #shortsbasketball #highlightsnba #indianapacers #pacers https://t.co/kuwuH8WyKJ",,Twitter Web App
275,Kevin & Query,Indianapolis,"Indy's only morning drive sports show. Listen from 7-10 on 93.5, 107.5 FM and @1075theFan",False,2022-10-10 23:48:17+00:00,Coming up Tuesday morning: Former #Rays #Cubs #Angels manager Joe Maddon joins us at 9 to talk about his new book and the MLB postseason + the #Colts get ready for the Jaguars so we’ll talk to safety @Rodney_Thomas26 + #Pacers preseason! See you at 7! https://t.co/12KXu0ajLN,"['Rays', 'Cubs', 'Angels']",Twitter for iPhone
276,ToRn,"Troutdale, OR",🇺🇦Atheist Vet Feminist BLM Nature Humor Animals Hiking Peace 420 History Politics Music Sports Tattoos 39 States 17 Country PTSD Mental Health = Rights,False,2022-10-10 23:36:51+00:00,"@MettaWorld37 @Pacers I'm a life long, die hard #Pacers fan and I will NEVER forgive you. The idea you get a ring and Reggie Miller didn't, is a huge disgrace.",['Pacers'],Twitter Web App
277,Marc Ryan,"Adelaide, South Australia","Marc Ryan is a Beautiful Bogan, Triple J Raw comedy 2014 national finalist Adelaide comedian",False,2022-10-10 21:27:47+00:00,@WGoodings Brus it just dawned on me that the dream is still alive ‘Reggie’ can be a girls name #pacers,['pacers'],Twitter for iPhone
278,1075 The Fan,"Indianapolis, Indiana","ESPN FM 93.5 & 107.5 The Fan | Indy's SportsCenter | Flagship Station of the @Colts, @Pacers, @IMS #Indy500 & #Verizon200",False,2022-10-10 19:17:21+00:00,"Carson Wentz lets the #Colts down again, #Pacers preseason action gets started, and Week 5 of the NFL is in the books! @JMV1070 breaks it all down until 6!

4:00 @TEastNBA 
5:00 @HolderStephen 

📻https://t.co/k3H056OtAS
📺https://t.co/qzkWRpNh2R","['Colts', 'Pacers']",Twitter Web App
279,Daniel Fahey,,,False,2022-10-10 18:44:28+00:00,I'm going to keep throwing this trade out there. Pritchard could turn into a very good player for the Pacers and Brisett is a good fit for the celtics as a switchable wing/big who can hit 3s. #celtics #pacers https://t.co/bGkNjyGoDR,,Talon Android
280,AJ Poe,,,False,2022-10-10 18:42:01+00:00,@AndrewNembhard was really hitting the dougie tho i cant forget it #pacers #pacersfanjam,"['pacers', 'pacersfanjam']",Twitter for iPhone
281,Scott Agness,Indianapolis,Pacers beat writer:@FieldhouseFiles | Podcast Host l Play-by-play announcer,True,2022-10-10 18:03:26+00:00,"#Pacers coach Rick Carlisle:

""There’s so much upside with this group that, from a coaching standpoint, this is really invigorating. It’s not going to happen overnight, it’s going to take time. We’re going to do it the right way...""

https://t.co/IhPAZvWROV",['Pacers'],TweetDeck
282,Kevin & Query,Indianapolis,"Indy's only morning drive sports show. Listen from 7-10 on 93.5, 107.5 FM and @1075theFan",False,2022-10-10 13:35:32+00:00,Coming up: We're wrapping the show with some #Pacers talk as @ChrisDenari joins us! https://t.co/4WdUytDbCP,['Pacers'],Twitter Web App
283,NBA Shot Charts,The Restricted Area,Tweeting EFG-based NBA shot charts since 2017.,False,2022-10-10 13:11:13+00:00,"Damjan Rudez's CAREER(2014-2017) Shot Chart:

Volume: MINISCULE | P_11 (percentile)
Shot Skill: GOOD | P_76
Efficiency: GOOD | P_78
Efficiency Value: GOOD | P_74

Favorite Zone: Corner3
Best Skill Zone: MidRange
Best Value Zone: Corner3

#DamjanRudez
#Pacers #Magic #Timberwolves https://t.co/cF2p77aNPR",,chart bot2
284,Alan Cashman (TheCashmanwins.com),Indianapolis ,"Sports Handicapper🏈🏀⚾ ⛳ 

Guest on Dan Dakich Show | CFB/CBB Expert All Indiana Bets

https://t.co/jwPmWstNAv

Venmo: TheCashmanwins

#GamblingTwitter #Colts #iubb",False,2022-10-10 11:05:00+00:00,"Subscribe easily from your phone

2 yr $75
1 yr $52 

https://t.co/YGQHtb1Omw
or
Venmo https://t.co/eXWEoefd4q
Cash App https://t.co/p7HIQ8A7Kk

#Sportsbetting #iufb #iubb #Purdue #NotreDame #Colts #SNF #JAXvsIND #Dakich #Indianapolis #Pacers #MLB #MLBPostseason #Yankees https://t.co/dRPAt7ZrcF",,Twitter Web App
285,Kevin & Query,Indianapolis,"Indy's only morning drive sports show. Listen from 7-10 on 93.5, 107.5 FM and @1075theFan",False,2022-10-10 10:55:24+00:00,"We're back and ready to roll this Monday morning! How did you enjoy a #Colts - less Sunday?  The state of the AFC South &amp; getting ready for the Jaguars + #Pacers pre-season!

8 - @JoelAErickson 
9:40 - @ChrisDenari https://t.co/MYebN6r1qh",['Colts'],Twitter Web App
286,Joshua Mathews,,"Husband, father, son. Born and raised in Indiana. Colts and Pacers fan.",False,2022-10-10 10:50:10+00:00,#PacersFanJam #Pacers Thanks for the photo opportunity gentlemen! @C_Duarte5 https://t.co/4RvMqVQI48,"['PacersFanJam', 'Pacers']",Twitter for iPhone
287,Latvijas Fantasy Līga,,"LFL
Lielākā fantasy organizācija Latvijā🏀🏒⚽

📃https://t.co/KdHEuoabd0…
📷https://t.co/tweVT8lPBC…
📺https://t.co/scn1ZRxnMX",False,2022-10-10 10:37:08+00:00,"These guys can pull it from anywhere💦
Wet Like Water!
#stephcurry #buddyhield #fredvanvleet #knicks #gsw #nyk #pacers #raptors #nbafantasy #latvianfantasyleague #fantasyradar https://t.co/XQrp0kfr5e","['stephcurry', 'buddyhield', 'fredvanvleet', 'knicks', 'gsw', 'nyk']",Twitter Web App
288,Brent Barker,Section 433 @ home games!! NWI,"married to best wife ever @danaleeb_ IL kid in IN! Sox, and Blackhawks fan NEVER Bears! I bleed BLUE! can find us section 433 at LOS #ForTheShoe #ColtsNation",False,2022-10-10 09:34:03+00:00,Hey @Colts peeps I know some of you are big @Pacers fans too @danaleeb_ wants to go to a basketball game what's a good spot to sit in @GainbridgeFH for a game? I found cheap ass seats 200 level row 1. #ForTheShoe #pacers #BBall https://t.co/p6YWKzjidb,,Twitter for iPhone
289,Sports Fan ⚪️,Somewhere calling hogs,"“If you want to live a happy life, tie it to a goal, not to people or things.”– Albert Einstein.
Some tweets contain affiliate links.",False,2022-10-10 09:00:00+00:00,Indiana Pacers New Era Navy 2021/22 City Edition Big &amp; Tall Pullover Hoodie #pacers https://t.co/pbyuSkkW7D,['pacers'],Twitter Web App
290,Coach Bryan,Orlando via Indy,"Jack of many trades - Designer, Leader, Coach, Teacher, Believer, Student, Manager, Writer, Broadcaster, SportsFan, Brother, Son, & Friend. 24/7-365! #FAMULY",False,2022-10-10 06:26:25+00:00,@AlexGoldenNBA Let's spend the year debating on whether we should tank for the 7-2 French kid. I say YES. What say you? #Pacers,['Pacers'],Twitter for Android
291,Dave Chinte,"Sacramento, CA","Fil-Am in Sac, CA/born in NJ. ESL prof., taught English in Japan 6 years, Saudi 3 years. USC/Sac State alum. Albion til I die.",False,2022-10-10 05:10:57+00:00,"He's not our Buddy, guy. #sacramentokings #Pacers https://t.co/UrFmtOkMxi https://t.co/YNkTxR0xe9","['sacramentokings', 'Pacers']",Twitter for Android
292,Good Buys 4 U,,"Great Finds on Sports memorabilia, music, & much more!",False,2022-10-10 03:51:26+00:00,Check out 1988 Set Of 31 NBA Team Pins Collectors Framed Limited Edition Lakers Bulls!!!! https://t.co/hBcfbZvnPp #eBay via @eBay #NBA #80s #lakers #bulls #magicjohnson #michaeljordan #cavs #bucks #suns #blazers #pistons #heat #pacers #knicks #nets #celtics #warriors #kings,,Twitter for iPhone
293,TIM ZHU,"Boston, MA","All the https://t.co/I6spe4qxzq,NBA jerseys looking for wholesaler ,reseller with factory best price",False,2022-10-10 03:43:55+00:00,get your hot jerseys  #NFLjerseys #NFL #NBAjerseys #NBAmoment #NHLjerseys #NHL #MLBjerseys #soccerjerseys #customjerseys #knicks #nets #celtics #raptors #76ers #pistons #pacers #cavaliers #bucks #bulls #heat #magic #wizards #hawks #hornets #timberwolves #nuggets #jazz https://t.co/pp4pyaDFoe,"['NFLjerseys', 'NFL', 'NBAjerseys', 'NBAmoment', 'NHLjerseys', 'NHL', 'MLBjerseys', 'soccerjerseys']",Twitter Web App
294,Charlie Clifford,,Sports Anchor @WISH_TV Indianapolis I Fill-in PxP @indyindians I 🎧Podcast: Who's Got Next?! Subscribe👇,True,2022-10-10 01:57:43+00:00,"1️⃣0️⃣:2️⃣0️⃣ SportsLocker @WISH_TV 

🏈 @ACwishtv exclusively w/ Jim Irsay on escaping Denver with a W 
🏈 @SidelineStormer on how to fit the o-line 
🏈 Another AFC South lowlight for Wentz 

+#Pacers season opener countdown &amp; best of Fan Jam w/ @ChrisDenari https://t.co/ZUYo2gmF2O",,Twitter for iPhone
295,Brandon,Indiana,,False,2022-10-10 01:53:53+00:00,Smh the same could be said today #Pacers #SignLancePlz https://t.co/ulipnmDMlE,"['Pacers', 'SignLancePlz']",Twitter for iPhone
296,NBAイースタンまとめ,👇NBAイースタンまとめ👇,"#NBA のイースタンカンファレンスに関する情報をまとめたサイトのツイッターアカウントです😊
#バスケ 関連のアカウントは #フォロバ します❗

#バスケットボール
#バスケ
#basketball",False,2022-10-10 01:37:32+00:00,"🏀2022 DETalent Search🏀
👇
https://t.co/PwczAj5nYw

#BullsNation
#LetEmKnow
#Pistons
#Pacers
#FearTheDeer
#相互100
#フォロバ100
#バスケ
#basketball","['BullsNation', 'LetEmKnow', 'Pistons', 'Pacers', 'FearTheDeer', '相互100', 'フォロバ100', 'バスケ', 'basketball']",SocialDog for Twitter
297,Kevin & Query,Indianapolis,"Indy's only morning drive sports show. Listen from 7-10 on 93.5, 107.5 FM and @1075theFan",False,2022-10-10 00:48:50+00:00,Coming up Monday morning: It was a #Colts-less Sunday. We’ll break it all down and look ahead to them getting ready for the Jaguars + #Pacers preseason talk and a whole lot more! @ChrisDenari @JoelAErickson join us as well! See you at 7! https://t.co/cFvTAtEr0u,['Colts'],Twitter for iPhone
298,Chris Melby,"Indianapolis, IN","Indiana Pacers, Sr. Corporate Partnerships Sales Director. IU Alum, GB Packer fan/shareholder & dad to 3 awesome kids. Views are my own.",False,2022-10-10 00:30:21+00:00,"This was pretty awesome today, everything about it. #Pacers https://t.co/cKrHw9yMlU",['Pacers'],Twitter for Android
299,Evan Coler,"Westfield, IN",Ball State Alum // Sports fan // #STLFLY // #NFLTwitter // #NBATwitter // NHL & college sports enthusiast,False,2022-10-10 00:13:11+00:00,"Former #Pacers forward and Michigan basketball star Jalen Rose is on Celebrity Jeopardy tonight.
#NBA #NBATwitter","['Pacers', 'NBA', 'NBATwitter']",Twitter for iPhone
300,overthinkingthenba,"Melbourne, Australia",Owner of and author at https://t.co/dQDpZQuIBy where I publish esoteric articles about the NBA.,False,2022-10-09 23:00:00+00:00,"ICMYI: The @pelicansnba should trade for Myles Turner because he's a perfect match with Zion. Read why:
https://t.co/4gF37UmZxW
#Zion #Pelicans #NBA #Pacers https://t.co/JM9cML6lch",,Twitter Web App
301,Bill Smythe,"Fishers, IN USA","Businessman, political consultant and IU fan . Managing Member of Smythe Lobby Group. Founding Member of FCoHC PAC. Still proud #HumanScum",False,2022-10-09 20:41:51+00:00,"@RexChapman Look at how many people are there for fan appreciation day. This for a team that failed to make the playoffs. 10k plus in Bloomington on Friday and this today. 

Basketball is a religion in Indiana. 
#pacers #iubb",,Twitter for Android
302,Briant,,A.L.Z 1/13/1983 - 4/15/2011,False,2022-10-09 19:46:53+00:00,@HornyPacersFan @BennMathurin I’ve been blessed enough to see alot of good #Pacers basketball in my lifetime !,['Pacers'],Twitter for iPhone
303,micheal hopson,,"2008 Voted Indianapolis Colts Superfan, Area 55 Indiana Pacers member, and Indy 500 Track Man.. LOVE MY SPORTS!!",False,2022-10-09 19:24:39+00:00,Matching gloves mine and mickey mouse #Pacers #pacersnation https://t.co/9nnC36vZeM,"['Pacers', 'pacersnation']",Twitter for Android
304,micheal hopson,,"2008 Voted Indianapolis Colts Superfan, Area 55 Indiana Pacers member, and Indy 500 Track Man.. LOVE MY SPORTS!!",False,2022-10-09 19:21:45+00:00,#pacers #pacersnation Fantastic funderfull time @GainbridgeFH representing the Blue and Gold #1Goal https://t.co/bAetBbDtUe,"['pacers', 'pacersnation', '1Goal']",Twitter for Android
305,micheal hopson,,"2008 Voted Indianapolis Colts Superfan, Area 55 Indiana Pacers member, and Indy 500 Track Man.. LOVE MY SPORTS!!",False,2022-10-09 19:18:32+00:00,#pacers #pacersnation waiting for the opening bell @GainbridgeFH Fanjam Packed house https://t.co/lvuUEFhIy9,"['pacers', 'pacersnation']",Twitter for Android
306,Anthony Childress,#Indianapolis/#Houston ,#Indy’s Own! ✝️ 🖤 Fam🙏🏾 LPC-A; Student Support (Guidance & Counseling);17yr 🏀 Coach in #HTX. 1784 /G\ #PHA Opinions & Comments are my own.,False,2022-10-09 18:21:07+00:00,"@CharronElliott1 That’s cool, this is what we wanted knowing the path teams gotta take to be a for real contender down the road. Sooner than later, hopefully #Pacers",,Twitter for iPhone
307,micheal hopson,,"2008 Voted Indianapolis Colts Superfan, Area 55 Indiana Pacers member, and Indy 500 Track Man.. LOVE MY SPORTS!!",False,2022-10-09 18:06:53+00:00,#pacers #pacersnation @GainbridgeFH for the @Pacers Fanjam https://t.co/eXKUGD0mXi,"['pacers', 'pacersnation']",Twitter for Android
308,Shania McGee,"Indianapolis, IN",𝐫𝐞𝐬𝐭 𝐩𝐞𝐚𝐜𝐞𝐟𝐮𝐥𝐥𝐲 𝐝𝐚𝐝𝐝𝐲 • 𝐧𝐛𝐚 𝐝𝐚𝐧𝐜𝐞𝐫,False,2022-10-09 17:47:11+00:00,"fan jam was a success 🤍 so ready for this week 😁🏀 
#pacemates #pacers #nbadancer https://t.co/aqyTSA5RCd","['pacemates', 'pacers', 'nbadancer']",Twitter for iPhone
309,NBAイースタンまとめ,👇NBAイースタンまとめ👇,"#NBA のイースタンカンファレンスに関する情報をまとめたサイトのツイッターアカウントです😊
#バスケ 関連のアカウントは #フォロバ します❗

#バスケットボール
#バスケ
#basketball",False,2022-10-09 17:37:30+00:00,"🏀Cavs Practice: J.B. Bickerstaff🏀
👇
https://t.co/hIg6OijIoV

#BullsNation
#LetEmKnow
#Pistons
#Pacers
#FearTheDeer
#相互100
#フォロバ100
#バスケ
#basketball","['BullsNation', 'LetEmKnow', 'Pistons', 'Pacers', 'FearTheDeer']",SocialDog for Twitter
310,Joni,Indiana,She/her ♉ #BlackLivesMatter #IUBB #PACERSTwitter #Pacers 🥳 Official Captain of the Cheer Team 🥳,False,2022-10-09 17:33:14+00:00,#Pacers schedule https://t.co/cgBzW1q7QX,['Pacers'],Twitter Web App
311,Leaving For LA,Montreal,"Graphic Designer. Sports fanatic. Visit my shop: Posters, Prints, Frames, Phone cases, Puzzles, Pillows, Towels and more!",False,2022-10-09 17:30:00+00:00,"Shop #Pacers  frames, prints, posters, mugs, puzzles, phone cases and more @ &gt;&gt; https://t.co/NJtK8TzH5V &lt;&lt; #NBA #NBA75 #NBATwitter #Indiana #IndianaPacers","['Pacers', 'NBA']",Twitter Web App
312,Joni,Indiana,She/her ♉ #BlackLivesMatter #IUBB #PACERSTwitter #Pacers 🥳 Official Captain of the Cheer Team 🥳,False,2022-10-09 17:28:28+00:00,"Karaoke contd
#Pacers had a great FanJam thank u so much! https://t.co/uobY7dxP88",['Pacers'],Twitter Web App
313,Joni,Indiana,She/her ♉ #BlackLivesMatter #IUBB #PACERSTwitter #Pacers 🥳 Official Captain of the Cheer Team 🥳,False,2022-10-09 17:04:46+00:00,Buddy Hield karaoke #Pacers https://t.co/nI3GHgj9js,['Pacers'],Twitter Web App
314,Joni,Indiana,She/her ♉ #BlackLivesMatter #IUBB #PACERSTwitter #Pacers 🥳 Official Captain of the Cheer Team 🥳,False,2022-10-09 16:57:09+00:00,#Pacers Buddy Hield won the final round with 24 https://t.co/AH0BLFn7pc,['Pacers'],Twitter Web App
315,Joni,Indiana,She/her ♉ #BlackLivesMatter #IUBB #PACERSTwitter #Pacers 🥳 Official Captain of the Cheer Team 🥳,False,2022-10-09 16:56:30+00:00,"#Pacers 3 pt contest
Langston Galloway 22 I think . I forget 😅 https://t.co/vbk2APMlRb",['Pacers'],Twitter Web App
316,Joni,Indiana,She/her ♉ #BlackLivesMatter #IUBB #PACERSTwitter #Pacers 🥳 Official Captain of the Cheer Team 🥳,False,2022-10-09 16:49:46+00:00,"#Pacers 3 pt contest
Buddy Hield 22 https://t.co/MlTPU0cFA2",['Pacers'],Twitter Web App
317,hg,USA,,False,2022-10-09 16:49:10+00:00,"Top story: @AnneMarieWTHR: 'Happening now: Pacers Fan Jam.
Doors open 11am and runs 12-2pm.
#Pacers #NBA ' https://t.co/Ev0OJypzQJ, see more https://t.co/3EWHjdgTXq","['Pacers', 'NBA']",The Tweeted Times
318,Charron Elliott🤴🏾🏁 ♊💙💛,"Indianapolis, IN",@uofl alum 16 👨🏾‍🎓🐔 #DallasCowboys Affiliate VP of #PacersTwitter 💙💛 #SHIB🐶 ShortKing🤴🏾 Married💍to Connie 04/17/21 502 #GoCards!🏈🏀,False,2022-10-09 16:39:18+00:00,"Top story: @AnneMarieWTHR: 'Happening now: Pacers Fan Jam.
Doors open 11am and runs 12-2pm.
#Pacers #NBA ' https://t.co/Ev0OJypzQJ, see more https://t.co/3EWHjdgTXq","['PacersFanJam2022', 'Pacers']",Twitter for Android
319,Joni,Indiana,She/her ♉ #BlackLivesMatter #IUBB #PACERSTwitter #Pacers 🥳 Official Captain of the Cheer Team 🥳,False,2022-10-09 16:37:07+00:00,I will let you know that the #Pacers are not making any baskets anywhere 🤨,['Pacers'],Twitter Web App
320,Joni,Indiana,She/her ♉ #BlackLivesMatter #IUBB #PACERSTwitter #Pacers 🥳 Official Captain of the Cheer Team 🥳,False,2022-10-09 16:32:05+00:00,The #Pacers all look good. @TJMcConnell is fast as ever.,['Pacers'],Twitter Web App
321,Joni,Indiana,She/her ♉ #BlackLivesMatter #IUBB #PACERSTwitter #Pacers 🥳 Official Captain of the Cheer Team 🥳,False,2022-10-09 16:24:47+00:00,#Pacers the lower levels are full. This is actually great to see! #Gainbridge https://t.co/qw4rbD8E8v,"['Pacers', 'Gainbridge']",Twitter Web App
322,Charron Elliott🤴🏾🏁 ♊💙💛,"Indianapolis, IN",@uofl alum 16 👨🏾‍🎓🐔 #DallasCowboys Affiliate VP of #PacersTwitter 💙💛 #SHIB🐶 ShortKing🤴🏾 Married💍to Connie 04/17/21 502 #GoCards!🏈🏀,False,2022-10-09 16:24:41+00:00,#Pacers the lower levels are full. This is actually great to see! #Gainbridge https://t.co/qw4rbD8E8v,['Pacers'],Twitter for Android
323,jim,Here ,just goofin,False,2022-10-09 16:21:07+00:00,Benedict Mathurin has no remorse for his teammates. Currently channeling his inner “Timberwolve” Jimmy Butler rn at the #pacersfanjam #pacers,,Twitter for iPhone
324,Joni,Indiana,She/her ♉ #BlackLivesMatter #IUBB #PACERSTwitter #Pacers 🥳 Official Captain of the Cheer Team 🥳,False,2022-10-09 16:19:51+00:00,Love to see this #Pacers crowd! https://t.co/mmWd6fk7YQ,['Pacers'],Twitter Web App
325,Evan Coler,"Westfield, IN",Ball State Alum // Sports fan // #STLFLY // #NFLTwitter // #NBATwitter // NHL & college sports enthusiast,False,2022-10-09 16:08:50+00:00,"Pacers FanJam at Gainbridge Fieldhouse.
#NBA #NBATwitter #Pacers https://t.co/ezerzCVj93","['NBA', 'NBATwitter', 'Pacers']",Twitter for iPhone
326,Colts Cave Man,"Southport, Indiana","Father of 4 boys, 1 Girl, Husband, Grandpa to 4. Colts, Mets, Pacers, IndyIndians & Red Wings #COLTSTRONG #ColtsNation #ChuckStrong #KickingTheStigma #KnotToday",False,2022-10-09 15:10:59+00:00,"Updates to bonus room wall complete. Will add to ceiling later. Have to run ideas through my mind a dozen or so times before starting. 
#LGM #TheseMets 
#Pacers #BeLikeBre https://t.co/qWpXvc0xaE",,Twitter for iPhone
327,Spenser Freeman,,interviewer pour le Fernando Rock Show,False,2022-10-09 15:01:50+00:00,"Master of Classic Rock !
Robert Jon live in France (+weird itw)

https://t.co/e0GDykqbeF

#USA #Classicrock #Celtics #utahjazz  #warriorsnation #Heat #LakersNation #Clippers #OKC #Nuggets #Knicks #Nets #pistons #BullsNation #Sixers #Rams #Giants #Pacers #SpursFamily","['USA', 'Classicrock']",Twitter Web App
328,annemariewthr,Indianapolis,"Wife, Mom, Journalist, WTHR/NBC Indy Anchor/Reporter Kelley/Medill",True,2022-10-09 15:00:23+00:00,"Happening now: Pacers Fan Jam.
Doors open 11am and runs 12-2pm.
#Pacers #NBA https://t.co/Shwi2vYXA4","['Pacers', 'NBA']",Twitter for iPhone
329,Chris Melby,"Indianapolis, IN","Indiana Pacers, Sr. Corporate Partnerships Sales Director. IU Alum, GB Packer fan/shareholder & dad to 3 awesome kids. Views are my own.",False,2022-10-09 14:52:14+00:00,Pacers Fan Jam 11-2pm today. Fans are hyped and out in force. Let's go! #pacers https://t.co/8pNmk2ws74,['pacers'],Twitter for Android
330,NBA Players Highlights,,I going to do NBA Players video highlights and upload on YouTube and here I will share player stats with link to YouTube.,False,2022-10-09 13:44:18+00:00,"Buddy Hield NBA highlights PACERS vs KNICKS 07-10-2022 PRESEASON https://t.co/QXghaoRXwt

Follow us for more  highlights!!

#BuddyHield #Buddy #Hield #nbaPRESEASON #nbahighlights #basketball #indiana #pacers #pacers https://t.co/T3Cw2LQRle",,Twitter Web App
331,NBA Players Highlights,,I going to do NBA Players video highlights and upload on YouTube and here I will share player stats with link to YouTube.,False,2022-10-09 13:33:29+00:00,"Myles Turner NBA highlights PACERS vs KNICKS 07-10-2022 PRESEASON https://t.co/Ro5fMl5cpR

Follow us for more  highlights!!

#MylesTurner #Myles #Turner #nbaPRESEASON #nbahighlights #basketball #indiana #pacers #pacers https://t.co/7GQUe7hiNR",,Twitter Web App
332,NBA Players Highlights,,I going to do NBA Players video highlights and upload on YouTube and here I will share player stats with link to YouTube.,False,2022-10-09 12:54:37+00:00,"Chris Duarte NBA highlights PACERS vs KNICKS 07-10-2022 PRESEASON https://t.co/nJqX5N2npY

Follow us for more  highlights!!

#ChrisDuarte #Chris #Duarte #nbaPRESEASON #nbahighlights #basketball #indiana #pacers #pacers",,Twitter Web App
333,Joni,Indiana,She/her ♉ #BlackLivesMatter #IUBB #PACERSTwitter #Pacers 🥳 Official Captain of the Cheer Team 🥳,False,2022-10-09 12:00:06+00:00,I might have running commentary on FanJam today for #Pacers fans. We'll see,['Pacers'],Twitter Web App
334,Dean De Jesus,Valenzuela,12up and Fan Sided Affiliate / Social Media Influencer / PG/SG / NBA 2K Gamer / Laker Fan since 2001,False,2022-10-09 07:15:32+00:00,"Golden State Warriors' big three faces uncertain future

https://t.co/FtggrYQNgv

#nba #indiana #pacers #indianastyle #heatnation #heattwitter #clippernation #gospursgo #spurs #dubnation #goldenstate #warriors #lakeshow #NBATwitter #NBAJapanGames #mffl #NBAinAbuDhabi #bullsnation","['nba', 'indiana', 'pacers']",Twitter Web App
335,Dean De Jesus,Valenzuela,12up and Fan Sided Affiliate / Social Media Influencer / PG/SG / NBA 2K Gamer / Laker Fan since 2001,False,2022-10-09 07:14:12+00:00,"Indiana Pacers: Draymond Green fiasco highlights need for stability

https://t.co/VIec0URS5W

#nba #indiana #pacers #indianastyle #heatnation #heattwitter #clippernation #gospursgo #spurs #dubnation #goldenstate #warriors #lakeshow #NBATwitter #NBAJapanGames #mffl #NBAinAbuDhabi","['nba', 'indiana', 'pacers']",Twitter Web App
336,EASTCOASTHOOPRECRUIT,East Coast,"Respect the Game @shopecrecruit1🛒 #CantforgerttheEastCoast #EastCoastLetsGo #Eastcoasthooprecruit All Inclusive Basketball Coverage Highschool, College and NBA",False,2022-10-09 05:52:19+00:00,"Back at it. 🍊✊

#lamelo #nba #ncaabasketball #laclippers #ncaa #kuhoops #celtics #traeyoung #blazers #kevindurant #chicagobulls #basketballneverstops #stephcurry #indianapacers #indianapacers #pacers  #losangeles https://t.co/cTvlhjKbLz","['lamelo', 'nba', 'ncaabasketball', 'laclippers', 'ncaa', 'kuhoops', 'celtics', 'traeyoung', 'blazers', 'kevindurant']",Twitter for iPhone
337,Love NBA,,NAB Fanbase,False,2022-10-09 04:20:02+00:00,"#Knicks INCREDIBLE 46 Point Second Quarter vs Indiana #Pacers
 
https://t.co/O5y8r4OWUM
 
#CentralDivision #EasternConference #ImmanuelQuickley #IndianaPacers #JalenBrunson #JuliusRandle #NBA #NbaHighlights #NewYorkKnicks #NyKnicks #ObiToppin #RjBarrett https://t.co/FuK9WxRPhB","['Knicks', 'Pacers', 'CentralDivision']",love.nba
338,Joni,Indiana,She/her ♉ #BlackLivesMatter #IUBB #PACERSTwitter #Pacers 🥳 Official Captain of the Cheer Team 🥳,False,2022-10-09 04:08:11+00:00,#Pacers FanJam is todayyyyyyy 💙💛💙💛💙💛,['Pacers'],Twitter Web App
339,InDeet.,,"22. Colts, STL Cardinals, and Pacers enjoyer..",False,2022-10-09 04:00:17+00:00,The cardinals have been eliminated. The pacers will be mid. The colts are mid. Butler basketball most likely mid. Guys. My sports fandom is terrible. Just awful #ForTheShoe #STLCards #Pacers,,Twitter for iPhone
340,Anthony Childress,#Indianapolis/#Houston ,#Indy’s Own! ✝️ 🖤 Fam🙏🏾 LPC-A; Student Support (Guidance & Counseling);17yr 🏀 Coach in #HTX. 1784 /G\ #PHA Opinions & Comments are my own.,False,2022-10-09 02:09:04+00:00,"The #NBADraft literally can be a game changer for a franchise &amp; city, sports wise. The #Pacers get @ least one more Dawg next June &amp; it’s go-time for real. https://t.co/zRwXH7GmTe","['NBADraft', 'Pacers']",Twitter for iPhone
341,Love NBA,,NAB Fanbase,False,2022-10-08 23:16:02+00:00,"RJ Barrett Reacts to Obi ...
 
https://t.co/xYD43eSCMe
 
#AtlanticDivision #Basketball #EasternConference #Indiana #IndianaPacers #KnicksPostgame #Msg #MsgNetworks #NBA #NBABasketball #NewYork #NewYorkKnicks #NewYorkKnicksBasketball #ObiToppin #Pacers #PacersBasketball https://t.co/QdypssdgKu","['AtlanticDivision', 'Basketball', 'EasternConference', 'Indiana']",love.nba
342,NBAイースタンまとめ,👇NBAイースタンまとめ👇,"#NBA のイースタンカンファレンスに関する情報をまとめたサイトのツイッターアカウントです😊
#バスケ 関連のアカウントは #フォロバ します❗

#バスケットボール
#バスケ
#basketball",False,2022-10-08 21:37:29+00:00,"🏀WE'RE BACK! All-Access From Bucks Training Camp 2022🏀
👇
https://t.co/XgXxlIEGdD

#BullsNation
#LetEmKnow
#Pistons
#Pacers
#FearTheDeer
#相互100
#フォロバ100
#バスケ
#basketball","['BullsNation', 'LetEmKnow', 'Pistons']",SocialDog for Twitter
