,Unnamed: 0,user_name,user_location,user_description,user_verified,date,text,hashtags,source
10,10,Love NBA,,NAB Fanbase,False,2022-10-09 02:44:02+00:00,"What If The 1998 Houston Rockets Trio Were In Their Prime👀#shorts
 
https://t.co/DFJnhT0Ec9
 
#HoustonRockets #SouthwestDivision #WesternConference https://t.co/aDMHlc6P7a","['shorts', 'HoustonRockets']",love.nba
11,11,Apathetic,Eternity (Acts 16:29-31✝️),"Sports fan. Dad. Husband. Believer. Nurse. Outspoken, my name is my name, my tweets are my tweets. #chopup #spaceshost @htxchopshop content contributer.",False,2022-10-09 00:30:02+00:00,#houstonrockets Open Practice 🔥🔥 Credit: @jasmill13 https://t.co/vUUsdHmNxh via @YouTube,['houstonrockets'],Twitter for iPhone
12,12,Love NBA,,NAB Fanbase,False,2022-10-08 23:26:03+00:00,"A few Notable Victories in Rockets History! (To me), Do you have a one that stands out in your memory?
 
https://t.co/Ab20CQHsQU
 
#HoustonRockets #SouthwestDivision #WesternConference https://t.co/ryCORfmrU4",,love.nba
13,13,Best App,"Los Angeles, CA","⬇️ Download the #Best #App : https://t.co/XqjGm5wAoM
❤️ What's #Best Today ? 
💲 Discover, Share & Win the Best !",False,2022-10-08 23:17:39+00:00,"Share the #Best #sports content
Download the Best #app : https://t.co/29sgyGJ4uG 
#houstonrockets #nba #nationalbasketballassociation #basketball #basketballhighlights #jamesharden #beard #houston #sports  https://t.co/1SHfPILPWJ https://t.co/D5bXmDvtJp","['Best', 'sports', 'app', 'houstonrockets', 'nba']",THEDOTBEST
14,14,Best App,"Los Angeles, CA","⬇️ Download the #Best #App : https://t.co/XqjGm5wAoM
❤️ What's #Best Today ? 
💲 Discover, Share & Win the Best !",False,2022-10-08 23:17:39+00:00,"Share the #Best #sports content
Download the Best #app : https://t.co/29sgyGqVgy 
#houstonrockets #nba #nationalbasketballassociation #basketball #basketballhighlights #jamesharden #beard #houston #sports  https://t.co/Zsl6psWPHP https://t.co/obbUdK88CO","['Best', 'sports', 'app', 'houstonrockets', 'nba']",THEDOTBEST
15,15,.Best Top-Level Domain,,"🌐 Register your .Best #Domain → https://t.co/8O1iGgbMLH
❤️ Download the Best #App → https://t.co/1ON2gEL3Nv
🛡️ Protect your #Brand → https://t.co/hYeU8VMWmj
📰 Join the #Best #Revue → https://t.co/tKDez2061r",False,2022-10-08 23:17:15+00:00,"Download the Best #app to share your #Best #sports content: https://t.co/3LwU9aPoXG 
#houstonrockets #nba #nationalbasketballassociation #basketball #basketballhighlights #jamesharden #beard #houston  https://t.co/hrJnyM8D2A https://t.co/zKuwXg8Nj9","['app', 'Best', 'sports', 'houstonrockets', 'nba']",BestTLDApp
16,16,Love NBA,,NAB Fanbase,False,2022-10-08 22:20:02+00:00,"Kevin Porter Jr does a dance, breaks ankles and makes the 3
 
https://t.co/EkY1saFt9D
 
#Basketball #HoustonRockets #NBA #SouthwestDivision #WesternConference https://t.co/bDHXmRI4Fz","['Basketball', 'HoustonRockets']",love.nba
17,17,Love NBA,,NAB Fanbase,False,2022-10-08 21:10:02+00:00,"I’m feeling generous. (And lazy). Does anyone want to go to this tomorrow?
 
https://t.co/u52gkpoPLu
 
#HoustonRockets #SouthwestDivision #WesternConference https://t.co/ridIwpe3Zj",,love.nba
18,18,Aaron Patterson,"Houston, TX","Htown 4 life 
🚀🤘🏾⚾️🏀🏈",False,2022-10-08 20:40:46+00:00,🤘🏾🤘🏾🤘🏾🤘🏾🔥🔥🔥🔥🚀🚀🚀🚀🚀♥️♥️♥️♥️ rockets 4 life Never a Question @HoustonRockets #Htown #HoustonRockets #ClutchCity https://t.co/xiFRMlhfLY,"['Htown', 'HoustonRockets', 'ClutchCity']",Twitter for iPhone
19,19,Love NBA,,NAB Fanbase,False,2022-10-08 18:58:02+00:00,"Toronto #Raptors vs Houston #Rockets - ...
 
https://t.co/kneu8BaOmw
 
#HoustonRockets #HoustonRocketsVsTorontoRaptorsFullGameHighlights #HoustonRocketsVsTorontoRaptorsHighlights #RaptorsNation #RaptorsVsRockets #RaptorsVsRocketsFullGameHighlights #RaptorsVsRocketsHighlights https://t.co/EUVmoglu1H","['Raptors', 'Rockets', 'HoustonRockets']",love.nba
20,20,Best App,"Los Angeles, CA","⬇️ Download the #Best #App : https://t.co/XqjGm5wAoM
❤️ What's #Best Today ? 
💲 Discover, Share & Win the Best !",False,2022-10-08 18:35:25+00:00,"Share the #Best #sports content
Download the Best #app : https://t.co/29sgyGJ4uG 
#houstonrockets #nba #nationalbasketballassociation #basketball #basketballhighlights #jamesharden #beard #houston #sports  https://t.co/b04KaWFzpk https://t.co/sb2DvIkVwl","['Best', 'sports', 'app', 'houstonrockets', 'nba']",THEDOTBEST
21,21,Best App,"Los Angeles, CA","⬇️ Download the #Best #App : https://t.co/XqjGm5wAoM
❤️ What's #Best Today ? 
💲 Discover, Share & Win the Best !",False,2022-10-08 18:35:25+00:00,"Share the #Best #sports content
Download the Best #app : https://t.co/29sgyGJ4uG 
#houstonrockets #nba #nationalbasketballassociation #basketball #basketballhighlights #jamesharden #beard #houston #sports  https://t.co/HJrYCU1jBh https://t.co/sZL5VmEOZh","['Best', 'sports', 'app', 'houstonrockets', 'nba']",THEDOTBEST
22,22,Best App,"Los Angeles, CA","⬇️ Download the #Best #App : https://t.co/XqjGm5wAoM
❤️ What's #Best Today ? 
💲 Discover, Share & Win the Best !",False,2022-10-08 18:35:23+00:00,"What's #Best on https://t.co/DVTf2jdAPp ?
Kj Martin Media Day Press Conference 2022
https://t.co/Dtad5Aut85
#sports #houstonrockets #nba #nationalbasketballassociation #basketball #basketballhighlights #jamesharden #beard #houston https://t.co/31I4VviZll","['Best', 'sports']",THEDOTBEST
23,23,.Best Top-Level Domain,,"🌐 Register your .Best #Domain → https://t.co/8O1iGgbMLH
❤️ Download the Best #App → https://t.co/1ON2gEL3Nv
🛡️ Protect your #Brand → https://t.co/hYeU8VMWmj
📰 Join the #Best #Revue → https://t.co/tKDez2061r",False,2022-10-08 18:35:01+00:00,"Download the Best #app to share your #Best #sports content: https://t.co/3LwU9aPoXG 
#houstonrockets #nba #nationalbasketballassociation #basketball #basketballhighlights #jamesharden #beard #houston  https://t.co/LZlox8DrVl https://t.co/OgK6otUMiw","['app', 'Best', 'sports', 'houstonrockets', 'nba']",BestTLDApp
24,24,.Best Top-Level Domain,,"🌐 Register your .Best #Domain → https://t.co/8O1iGgbMLH
❤️ Download the Best #App → https://t.co/1ON2gEL3Nv
🛡️ Protect your #Brand → https://t.co/hYeU8VMWmj
📰 Join the #Best #Revue → https://t.co/tKDez2061r",False,2022-10-08 18:34:59+00:00,"#Best of the day on https://t.co/MqmlMsmLkS
Kj Martin Media Day Press Conference 2022
https://t.co/EXFWickPSQ
#sports #houstonrockets #nba #nationalbasketballassociation #basketball #basketballhighlights #jamesharden #beard #houston",['Best'],BestTLDApp
25,25,CYRIL FREMONT,"Paris, France","✈️ #ceo .Best #Domains → https://t.co/BoJlg0gjSG
❤️ #creator Best #App → https://t.co/CGuTzGaZTY
📰 #curator Best #Revue → https://t.co/qOPWX45Vur
🌐 what's my #Best → https://t.co/dQ7I6WPjeF",False,2022-10-08 18:34:37+00:00,"What's #Best on https://t.co/VfZu3iZcPN ?
Kj Martin Media Day Press Conference 2022
https://t.co/J4Upattr4P
#sports #houstonrockets #nba #nationalbasketballassociation #basketball #basketballhighlights #jamesharden #beard #houston","['Best', 'sports']",BestTLD
26,26,Love NBA,,NAB Fanbase,False,2022-10-08 17:58:02+00:00,"Post-win lifting &amp; Boban 😊
 
https://t.co/hi1k8K5RAH
 
#HoustonRockets #SouthwestDivision #WesternConference https://t.co/t2ulKJ2EX8","['HoustonRockets', 'SouthwestDivision', 'WesternConference']",love.nba
27,27,Raw Chili,,,False,2022-10-08 17:33:02+00:00,"Thank you Brooklyn Nets 
 
https://t.co/XYU8Y7omRj
 
#Basketball #Houston #HoustonRockets #NationalBasketballAssociation #NBA #NBAWesternConference #NBAWesternConferenceSouthwestDivision #Rockets #Texas https://t.co/gCgv6ZnDEz","['Basketball', 'Houston', 'HoustonRockets']",raw-chili
28,28,Vendetta Media,,"Sports built with an unfiltered edge. contact@vendettasportsmedia.com #VSM Link to all socials, daily sports news and much more below!",False,2022-10-08 16:51:47+00:00,"2022-23 NBA Season Previews: Houston Rockets

@Hey_Hey_Its_JP @Jerryf007 

#NBATwitter #Rockets #HoustonRockets

https://t.co/R7RqUuvLxT","['NBATwitter', 'Rockets', 'HoustonRockets']",Twitter for iPhone
29,29,ashley,,lowkey unhinged 😁 #rockets 🤍🚀🔥🇵🇭,False,2022-10-08 16:47:15+00:00,open court @ToyotaCenter for @HoustonRockets #houstonrockets #NBA https://t.co/iGAmjdAwL2 https://t.co/kyBpus4TZQ,"['houstonrockets', 'NBA']",Twitter for iPhone
30,30,DKade,"Austin, TX",Professional Thief & Truth Teller. Trying to contract COVID without any luck.,False,2022-10-08 15:18:31+00:00,If @ryenarussillo @BillSimmons doesn’t like Tari Eason they simply don’t like the @NBA There is no way that there are 16 players in the 2022 NBA draft better than Tari Eason. Steal of the draft not even debatable. #Rockets #NBA #houstonrockets,,Twitter for iPhone
31,31,Love NBA,,NAB Fanbase,False,2022-10-08 15:14:02+00:00,"Tari appreciation….
 
https://t.co/GnNdtoosRO
 
#HoustonRockets #SouthwestDivision #WesternConference https://t.co/OdeSfi6a2L","['HoustonRockets', 'SouthwestDivision', 'WesternConference']",love.nba
32,32,Love NBA,,NAB Fanbase,False,2022-10-08 13:27:02+00:00,"Boban Marjanovic gets standing ovation in his Rockets debut 😁
 
https://t.co/8GwxI2k5oe
 
#BobanMarjanovic #BobanMarjanovicFunny #BobanMarjanovicHighlights #HoustonRockets #NBA #SouthwestDivision #WesternConference https://t.co/7taBlG5C8w",['BobanMarjanovic'],love.nba
33,33,Love NBA,,NAB Fanbase,False,2022-10-08 12:04:02+00:00,"Tari Eason Steal of the Draft? 24 Pts and 8 Rebs | Preseason Highlights ...
 
https://t.co/Mrf9mEQHX9
 
#HoustonRockets #SouthwestDivision #WesternConference https://t.co/DqFpCxB8Gb",,love.nba
34,34,Love NBA,,NAB Fanbase,False,2022-10-08 10:31:02+00:00,"Toronto Raptors vs Houston Rockets - ...
 
https://t.co/myYznkZDkx
 
#FullGameHighlights #HoustonRockets #LongFullGameHighlights #NbaFullGameHighlights #NbaHighlights #NbaPreseason #NbaPreseason2022 #RaptorsVsRockets #RaptorsVsRockets2022 #RaptorsVsRocketsFullGameHighlights https://t.co/I65VZ5HUYs","['FullGameHighlights', 'HoustonRockets']",love.nba
35,35,Matthias Wilke /Rangerbure,Berlin,ruhiger Typ ... keine Ahnung was ich manchmal Schreibe ...Sportergebnisse(Mitteilung)...(SerienFan),False,2022-10-08 10:20:03+00:00,"Ende 
#Eishockey Herren #NCAA 
1:4 MinnesotaStateMavericks vs #MinnesotaGoldGophers 
#Basketball Herren #NBASaisonvorbereitung 
113:131 DenverNuggets vs #ChicagoBulls 
100:116 TorontoRaptors vs #HoustonRockets 
111:108 #MiamiHeat vs MemphisGrizzlies","['Eishockey', 'NCAA', 'MinnesotaGoldGophers', 'Basketball']",Twitter Web App
36,36,Love NBA,,NAB Fanbase,False,2022-10-08 09:24:02+00:00,"Thank you Brooklyn Nets
 
https://t.co/ER7E9SM0NS
 
#HoustonRockets #SouthwestDivision #WesternConference https://t.co/F42vUMIqX6","['HoustonRockets', 'SouthwestDivision', 'WesternConference']",love.nba
37,37,Raw Chili,,,False,2022-10-08 08:31:02+00:00,"How is that our warmup shorts are the best thing our guys get to wear? 
 
https://t.co/zxh67FifSh
 
#Basketball #Houston #HoustonRockets #NationalBasketballAssociation #NBA #NBAWesternConference #NBAWesternConferenceSouthwestDivision #Rockets #Texas https://t.co/cZJaw13thX",['Basketball'],raw-chili
38,38,Love NBA,,NAB Fanbase,False,2022-10-08 08:07:02+00:00,"Toronto Raptors vs Houston Rockets - ...
 
https://t.co/7WpPYek3Be
 
#ChrisBoucher #DalanoBantonScottieBarnes #DavidJohnsonMalachiFlynn #DJWilson #FredVanVleetGaryTrentJr #HoustonRockets #JustinChampagnie #KhemBirchIsaacBonga #Nba2022 #NbaHighlights #NickNurseYutaWatanabe https://t.co/o5njHmwg59","['ChrisBoucher', 'DalanoBantonScottieBarnes']",love.nba
39,39,Love NBA,,NAB Fanbase,False,2022-10-08 06:28:02+00:00,"First Rockets Game!
 
https://t.co/UDuuMOmWvt
 
#HoustonRockets #SouthwestDivision #WesternConference https://t.co/YSoNmZr4b8","['HoustonRockets', 'SouthwestDivision', 'WesternConference']",love.nba
40,40,Al Hamilton,"New Bern, NC",God Family Sports Talk,False,2022-10-08 04:41:36+00:00,Thank you for getting him out of #HoustonRockets organization. This is what true fans saw. Even Luka knows how to use him and those teammates enjoy watching him succeed. @Mavs_FFL https://t.co/dymJ25DnPL,['HoustonRockets'],Twitter for iPhone
41,41,Love NBA,,NAB Fanbase,False,2022-10-08 04:13:02+00:00,"#Raptors vs #Rockets Live Watch Party | ...
 
https://t.co/iMQQPYkdxN
 
#AmateurHour #HoustonRockets #KAWHILEONARD #MasaiUjiri #OG #PascalSiakam #RaptorsDigest #RaptorsDraft #RaptorsHighlights #RaptorsLive #RaptorsNews #RaptorsPreseason #RaptorsShow #RaptorsVsBucksGame4 https://t.co/qeOuwi3zDr","['Raptors', 'Rockets', 'AmateurHour', 'HoustonRockets', 'KAWHILEONARD']",love.nba
42,42,Shantelle,"The Woodlands, TX",IG @missblaxican,False,2022-10-08 03:41:59+00:00,Mommy/Son Date Night 💙🚀 #houstonrockets https://t.co/kD3R5EWiZt https://t.co/rgV0rnBqrj,['houstonrockets'],Twitter for iPhone
43,43,AllBallindy,📍Wherever there is hoops,"Brian K. Graves 🏀 Freelance @SynergySST 🏀 Freelance @Sportradar 🏀 Writer @VUhoops 📨email- AllBallIndy@usa.com📨

https://t.co/wPZkYtOlMY",False,2022-10-08 02:49:10+00:00,"Tari Eason is hungry 🥩🏀
#tarieason #tari #HoustonRockets https://t.co/l9nPWvnPqm","['tarieason', 'tari', 'HoustonRockets']",Twitter for Android
44,44,Ev Zavala,"the H, TX",h town. 🤘🏾lover of Christ and @mbetozavala,False,2022-10-08 02:25:49+00:00,All we wanted was a little @BobanMarjanovic @HoustonRockets #houstonrockets 🙌🏽 https://t.co/kzRtRVNJuK,['houstonrockets'],Twitter for iPhone
45,45,Heather,"Fort Worth, TX","librarian to magical youth, reader of books for kids and grownups, long suffering rockets fan, family zookeeper. Views are my own.",False,2022-10-08 01:17:18+00:00,My team is more fun than your team. #houstonrockets 🚀 https://t.co/lDyNKyP4fK,['houstonrockets'],Twitter for iPhone
46,46,J 🇧🇼,,"Houston🇺🇸✈ Mexico City🇲🇽 Guatemala City🇬🇹 Tokyo/ Osaka/ Kyoto 🇯🇵 Abu Dhabi/ Dubai 🇦🇪 Muscat 🇴🇲 Cape Town 🇿🇦📍Currently GBE, 🇧🇼 🥱💤",False,2022-10-08 01:12:00+00:00,GREEN!!!!!!!! #HoustonRockets,['HoustonRockets'],Twitter for Android
47,47,🇺🇸🇺🇸 Darrell Fales 🇺🇸🇺🇸,"Friendswood, TX","LOVES sports mostly 🏈 The Canes 🙌🏻. TEXANS till they protested Proud Patriot,Career Public Servant,🇺🇸Retired Army 🇺🇸 # Pro American, Pro Life",False,2022-10-08 00:55:14+00:00,#rockets #houstonrockets #spacecity @ Houston Rockets https://t.co/SLfSJfHTtz,"['rockets', 'houstonrockets', 'spacecity']",Instagram
48,48,Mo Sports,NJ,The Future of Sports Media🌐| The most profitable sports betting discord in the world❗️| Capped by @WiseCapper @RVALock @MLMadnessPod💰| Join up for FREE below,False,2022-10-08 00:25:43+00:00,"JALEN GREEN FROM DOWNTOWN😳🔥

#Rockets #HoustonRockets #NBAtwitter
 https://t.co/2thuYHOn0U","['Rockets', 'HoustonRockets', 'NBAtwitter']",Twitter for iPhone
49,49,antho,,dream but never sleep,False,2022-10-08 00:25:28+00:00,"Dang @jabarismithjr, I spent my hard earned money for me and my boys to watch you play. Wya?!??!! #WeUpTho  
@HoustonRockets #houstonrockets 🤘🚀🚀🚀🚀",['WeUpTho'],Twitter for iPhone
50,50,Love NBA,,NAB Fanbase,False,2022-10-08 00:09:02+00:00,"NBA Season Preview: Houston Rockets
 
https://t.co/GxAZygak06
 
#HoustonRockets #HoustonRocketsNba #HoustonRocketsNbaRegSeasonPreview #HoustonRocketsNbaRegularSeasonPreview #HoustonRocketsNbaSeasonPreview #HoustonRocketsSeasonPreview #NbaHoustonRockets https://t.co/DSyZ0ijPVC","['HoustonRockets', 'HoustonRocketsNba']",love.nba
51,51,Secprog 🚀,,semi optimistic human,False,2022-10-07 23:50:24+00:00,"@alperennsengun got his work cut out if he gonna try and get on Calvin Murphy's level! That suit is 🔥
#houstonrockets https://t.co/2QowA1oYxU",,Twitter for Android
52,52,Pinky Yañez Farias 🌈,,,False,2022-10-07 23:46:15+00:00,A ver a los #HoustonRockets with #Santiman #bepresent #carpediemJam https://t.co/fCgEOyK8e0,"['HoustonRockets', 'Santiman', 'bepresent', 'carpediemJam']",Instagram
53,53,MessiTV.net,,"Watch Sports Live: Soccer, Tennis, Golf, NBA, NFL, NHL, MLB, MMA, UFC, WWE, Hockey, Boxing, MotoGP, Formula 1 and Premium Sports TV Channels FULL HD & Free.",False,2022-10-07 22:51:15+00:00,"▶️Watch ALL NBA Basketball Summer Games Live Free &amp; FULL HD✅
https://t.co/oYTCcq7d2r
#NBA #NHL #MLB #ChicagoBulls #Toronto #Raptors #WeTheNorth #RTZ #Houston #Rockets #HoustonRockets #Detroit #Pistons #DetroitPistons #NoBrakes #NewOrleans #Pelicans #PelicansNBA #WontBowDown #WBD","['NBA', 'NHL', 'MLB', 'ChicagoBulls']",Twitter Web App
54,54,Love NBA,,NAB Fanbase,False,2022-10-07 20:43:03+00:00,"Jabari Smith Jr. | ALL Shot Attempts | Preseason DEBUT | 21 PTS, 5/8 3PT
 
https://t.co/UeRj7b2lgq
 
#HoustonRockets #SouthwestDivision #WesternConference https://t.co/Qcb3ZbwcN7",,love.nba
55,55,For real? Seriously?,Weenie Hut Jr's,I'm not going back to the Krusty Krab til they raise the minimum wage.,False,2022-10-07 19:56:52+00:00,"I don't wanna hear a word out of the anti-tanking Rockets fans this year. 🤐

We are drafting that Micheal Jordan/LeBron James/Kevin Durant 7' - 4"" mutant AND YOU'RE GOING TO LIKE IT.

#VictorWembanyama #houstonrockets #TankForWemby #NBA",,Twitter Web App
56,56,Love NBA,,NAB Fanbase,False,2022-10-07 18:57:01+00:00,"Jabari Smith Selected No. 3 Overall by the Houston Rockets | 2022 NBA Draft | CBS Sports HQ
 
https://t.co/uxhZLvEih2
 
#HoustonRockets #JabariSmith #SouthwestDivision #WesternConference https://t.co/WgjdvNwYEa",,love.nba
57,57,Love NBA,,NAB Fanbase,False,2022-10-07 17:29:03+00:00,"Got this off the Nike App for $40, original price $120...Currently Sold out!!!
 
https://t.co/ER6pt4bRFR
 
#HoustonRockets #SouthwestDivision #WesternConference https://t.co/4CUfxupD9M",,love.nba
58,58,PostUpVideos.com,"Fort Lauderdale, FL","We are revolutionizing how fanatical fans follow their favorite NBA teams, players and NBA Content Creators at https://t.co/kiMTwYwM5i .",False,2022-10-07 14:34:42+00:00,"NEW VIDEO TO WATCH:

""NBA Season Preview: Houston Rockets"" 

Creator:  balltalkdeep

Brand New NBA Fan Video Platform: https://t.co/2f2wTS5laG

#NBA #Rockets #HoustonRockets

https://t.co/MZnAantJ1E https://t.co/MFbnjD65Hc",,Blog2Social APP
59,59,Swish🐬²,,"Digital Artist 
Ig: swishlifeproductions
Miami Dolphins 2024 SB Champions
#finsup",False,2022-10-07 14:20:17+00:00,"The young rocket is ready to takeoff for this season 🚀
#Houston #houstonrockets #rocketsart #smsports https://t.co/DwlqanI4CH","['Houston', 'houstonrockets', 'rocketsart', 'smsports']",Twitter Web App
60,60,Love NBA,,NAB Fanbase,False,2022-10-07 14:20:02+00:00,"Getting Litty 🔥 ##HoustonRockets #jalengreen #shorts #nba
 
https://t.co/7opQKYrmKo
 
#SouthwestDivision #WesternConference https://t.co/DUBwToo7Aj","['HoustonRockets', 'jalengreen', 'shorts', 'nba', 'SouthwestDivision']",love.nba
61,61,Love NBA,,NAB Fanbase,False,2022-10-07 13:09:03+00:00,"[Bari] I be wanting to reply to people so bad on Twitter🤣🤣🤣y’all just be saying anything
 
https://t.co/QHrIzeNEjo
 
#HoustonRockets #SouthwestDivision #WesternConference https://t.co/nQeT6UEvZ4",,love.nba
62,62,Love NBA,,NAB Fanbase,False,2022-10-07 07:55:03+00:00,"Jabari in a boot *do not overreact!*
 
https://t.co/UaSvKkL39t
 
#HoustonRockets #SouthwestDivision #WesternConference https://t.co/Xm22umPxwZ","['HoustonRockets', 'SouthwestDivision']",love.nba
63,63,Love NBA,,NAB Fanbase,False,2022-10-07 04:15:02+00:00,"“We’re very excited to welcome Vanessa Richardson as the newest member of our broadcast team! 👏👏👏 @SportsVanessa joins AT&amp;T SportsNet as our @#HoustonRockets Courtside Reporter! Please give Vanessa warm wel ...
 
https://t.co/k3XfCTXfZX
 
#SouthwestDivision #WesternConference https://t.co/dGe2FSNqeW",,love.nba
64,64,Ka Guilb,"Perth, Western Australia",I’m a REELS Video Creator. View my REELS click Like & Follow I will Follow back.,False,2022-10-07 03:03:01+00:00,The Dream Hakeem Olajuwon best highlights in reels and shorts vid #shorts #kaguilb #nba #hakeemolajuwon #houstonrockets #basketball #y2k20 https://t.co/Nh3dLUXuSx,"['shorts', 'kaguilb', 'nba', 'hakeemolajuwon']",Twitter Web App
65,65,Love NBA,,NAB Fanbase,False,2022-10-06 22:26:02+00:00,"Eric Gordon Milwaukee Bucks Trade WINNERS (Houston ...
 
https://t.co/IbQZRoBzac
 
#DameReems #DameReemsHoustonRockets #DameReemsRocketsNews #HoustonRockets #HoustonRocketsDaily #HoustonRocketsNbaDraft #HoustonRocketsNews #HoustonRocketsNewsAndRumors #HoustonRocketsNewsToday https://t.co/8hGs9NX5IJ",['DameReems'],love.nba
66,66,Raw Chili,,,False,2022-10-06 09:57:02+00:00,"Check out Houstons Most frustrating losses ! (to me) 
 
https://t.co/2sisklorN5
 
#Basketball #Houston #HoustonRockets #NationalBasketballAssociation #NBA #NBAWesternConference #NBAWesternConferenceSouthwestDivision #Rockets #Texas https://t.co/V4AnCcSnJ1","['Basketball', 'Houston']",raw-chili
