,Unnamed: 0,user_name,user_location,user_description,user_verified,date,text,hashtags,source
11,11,Love NBA,,NAB Fanbase,False,2022-10-04 00:45:02+00:00,"#Denver Nuggets Playbook | 21 Series | What Makes This Play Great
 
https://t.co/XXoLUPpFG6
 
#21Chase #Colorado #ColoradoSports #DenverNuggets #DenverSports #DenverSportsNews #NbaPlaybook #NikolaJokic #NorthwestDivision #Pistol #Sports #WesternConference https://t.co/kFWePWRiaI","['Denver', '21Chase', 'Colorado']",love.nba
12,12,DERTₑₜₕ,Meme threads are in my moments,From the mind of @DertTheSequel and rarely @bmmohteraj. Orlando Magic and NBA fan account. Header from @/you.all.hail.hades on Instagram.,False,2022-10-03 18:31:30+00:00,"#MileHighBasketball #DenverNuggets #Jokic #NikolaJokic #NBATwitter

Thoughts on Braun?","['MileHighBasketball', 'DenverNuggets', 'Jokic', 'NikolaJokic', 'NBATwitter']",Twitter Web App
13,13,Sportskeeda Basketball,"Banglore, India",Sportskeeda - For the hardcore sports fan. The leading website for the best content on NBA and the game of basketball. A part of @sportskeeda.,True,2022-10-03 16:26:55+00:00,"15 Days till NBA season tips off! 🤩🏀

Player Trivia: Last season, Jokic became the first player in NBA history to record at least 2,000 points, 1,000 rebounds, and 500 assists in a single season and won the MVP! 🃏🙌

#nikolajokic #denvernuggets #nba https://t.co/knaL5obYCm",,Twitter for Android
14,14,Milan Prokic🇷🇸🇦🇺,"Adelaide, South Australia","Economists, accidental theater promoter , golf tragic.  https://t.co/JvGddmHiS1",False,2022-10-03 14:08:07+00:00,"@MiroslavCuk For a change, NBA games are in the best time here, 10-11AM. Make a coffee and watch. All EU sports are from midnight. One more sleep @nuggets #NikolaJokic",,Twitter for Android
15,15,Love NBA,,NAB Fanbase,False,2022-10-02 18:05:03+00:00,"What do you make of the #Denver #Nuggets ...
 
https://t.co/ui2kYDLon6
 
#AARONGORDON #AG #BallArena #Bones #BONESHYLAND #Boogie #BoogieCousins #DeMarcusCousins #DenverNuggets #Jamal #JamalMurray #Joker #Jokic #MichaelMalone #MichaelPorterJr #Mpj #Murray #NBA #NikolaJokic https://t.co/4IJAqRuwpB","['Denver', 'Nuggets', 'AARONGORDON', 'AG', 'BallArena', 'Bones']",love.nba
16,16,The NBA celebrity,"California, USA","#thenbacelebrity

Subscribe to our channel for more: 
https://t.co/zVoihXfI6s

We just ain't hoopers  but we love the game",False,2022-10-02 04:16:33+00:00,"Denver Nuggets training camp
Full video link: https://t.co/4zDx9nK0Y2 

#Joker #NikolaJokic #Jokic #DenverNuggets #Nuggets #basketball #basketballcamp #training #NBA2K23 https://t.co/F0w2xnTTpk","['Joker', 'NikolaJokic', 'Jokic', 'DenverNuggets']",Twitter Web App
17,17,Oh! Sports,Philippines,Oh! Sports PH is an official page of sports update and anything you need to know around the industry.,False,2022-10-02 04:00:00+00:00,"NBA: Top 5 players heading to the 2022-23 Season.

Is your favorite on this list?

Like and follow Oh Sports PH for more!

#NBA #basketball #favorites #Top5 #sports #fyp #SportsNews #entertainment #fypシ #lukadoncic #stephencurry #joelembiid #nikolajokic #giannisantetokounmpo https://t.co/zCsCSzSSY7",,Twitter Web App
18,18,Atarashi Otokonoko no Tensai 🗺,"Tokyo-to, Japan",“If you cross me imma throw you to the wolves”🐺  • Hit the tip button to donate to rent and new album 💿 • Thank You 🏧👻🌊,False,2022-10-01 21:14:44+00:00,Jokic Is funny 🤣 #hoodnews #nikolajokić #nba https://t.co/eCXa4UtXgn via @YouTube,"['hoodnews', 'nikolajokić', 'nba']",Twitter for iPhone
19,19,news247planet,,"Latest news about entertainment, sports, people, life etc. 
============================================
Follow Us For Daily News Updates",False,2022-10-08 00:40:23+00:00,"#Nikola #Nuggets #Sports
Nuggets' Nikola Jokic Had MRI on Wrist Damage, 'Confirmed Nothing Sinister' 
https://t.co/Ca7wY4zb1r https://t.co/i2coHdoOkJ","['Nikola', 'Nuggets', 'Sports']",news247planet
20,20,news247planet,,"Latest news about entertainment, sports, people, life etc. 
============================================
Follow Us For Daily News Updates",False,2022-10-04 15:35:15+00:00,"#Featured #Jokic's #Nikola #Sports
From Deep: In the end, Nikola Jokic's Nuggets can envision attending to the highest of the mountain 
https://t.co/C1ZEpEFB8I https://t.co/f0NOkcRVui","['Featured', 'Jokic', 'Nikola', 'Sports']",news247planet
21,21,news247planet,,"Latest news about entertainment, sports, people, life etc. 
============================================
Follow Us For Daily News Updates",False,2022-10-08 00:40:23+00:00,"#Nikola #Nuggets #Sports
Nuggets' Nikola Jokic Had MRI on Wrist Damage, 'Confirmed Nothing Sinister' 
https://t.co/Ca7wY4zb1r https://t.co/i2coHdoOkJ","['Nikola', 'Nuggets', 'Sports']",news247planet
22,22,news247planet,,"Latest news about entertainment, sports, people, life etc. 
============================================
Follow Us For Daily News Updates",False,2022-10-04 15:35:15+00:00,"#Featured #Jokic's #Nikola #Sports
From Deep: In the end, Nikola Jokic's Nuggets can envision attending to the highest of the mountain 
https://t.co/C1ZEpEFB8I https://t.co/f0NOkcRVui","['Featured', 'Jokic', 'Nikola', 'Sports']",news247planet
23,23,Sportskeeda Basketball,"Banglore, India",Sportskeeda - For the hardcore sports fan. The leading website for the best content on NBA and the game of basketball. A part of @sportskeeda.,True,2022-10-08 20:11:37+00:00,"NBA GMs have picked these players as best at their respective positions! 🏀🔝

Are they your top players?

#stephencurry #devinbooker #kevindurant #giannis #nikolajokic https://t.co/6LZFMdnYSZ",,Twitter for Android
24,24,Bigg Papi,"Toronto, Ontario","NBA ‘19 Champion, Realionaire, Entrepreneur, Crypto/NFT Enthusiast, Investor, Marketer, Brand Ambassador, Director, Opportunist, Hit The DM's for inquiry",False,2022-10-08 01:26:43+00:00,Bring back soviet team for Olympics @luka7doncic #NikolaJokic,['NikolaJokic'],Twitter Web App
25,25,John Sapochetti,,Basketball Columnist & Co-Host Of “The PICK & ROLL #NBA PODCAST With JET & SAP”. @FullPressRadio @FullPressNBA @FP_Coverage https://t.co/9ALr1MnbJU,True,2022-10-07 18:51:36+00:00,"In (5) Years The Discussion As To Who Is The Best Player In The #NBA Could Come Down To:
#GiannisAntetokounmpo
Greece)
#LukaDoncic (Slovenia)
#NikolaJokic (Serbia)
#VictorWembanyama (France) Or 
#JoelEmbiid (Cameroon) 
#NBA #NBAPreseason","['NBA', 'GiannisAntetokounmpo']",Twitter for iPhone
26,26,Sportskeeda Basketball,"Banglore, India",Sportskeeda - For the hardcore sports fan. The leading website for the best content on NBA and the game of basketball. A part of @sportskeeda.,True,2022-10-07 05:36:23+00:00,"Zach Lowe believes Nikola Jokic will not win MVP this season! 👀

Thoughts on this take? 

#nikolajokic #denvernuggets #nba #mvp https://t.co/fsdCyPEKru",['nikolajokic'],Twitter for Android
27,27,Sportskeeda Basketball,"Banglore, India",Sportskeeda - For the hardcore sports fan. The leading website for the best content on NBA and the game of basketball. A part of @sportskeeda.,True,2022-10-06 16:18:52+00:00,"These players GOT THE BAG during 2022 offseason! 💰

How will you rate these signings - Overpaid? Underpaid? Or just right?

#nikolajokic #devinbooker #bradleybeal #karlanthonytowns #zachlavine #jamorant #zionwilliamson #dariusgarland #damianlillard #jalenbrunson https://t.co/pi8slYLGDN",,Twitter for Android
28,28,Fadeaway World,,"https://t.co/pxJFnl3Ykb provides the top news, rumors, highlights, throwbacks and articles for the best fans in the world.",False,2022-10-06 13:30:00+00:00,"Most rebounds over the last three seasons:

Rudy Gobert: 2,844
Nikola Jokic: 2,510
Jonas Valanciunas: 2,407

#NBA #RudyGobert #NikolaJokic #JonasValanciunas https://t.co/YgCcwUuo0m",['NBA'],Twitter Web App
29,29,The Sports Page Blog,"Chicago, IL","I write about random sports topics we all argue about using 1 part knowledge & multiple parts sarcasm.

A Blog About Random Sports Topics
https://t.co/BWawRjFOtc",False,2022-10-05 21:29:24+00:00,"3 of the 5 on the All-NBA First-Team were born outside of the US. Here's my list of the top foreign NBA Players ever. #1 might surprise you. https://t.co/waetDwpdL0
#sportsblog #NBA #FIBA #basketball #MVP #GreekFreak #LukaDoncic #NikolaJokic #TheDream #DirkNowitzki  #greatest https://t.co/yockVdV8Mp",,Twitter Web App
30,30,𝔑𝔞𝔰𝔥,"Toronto, Canada",A HOT take machine 🥵,False,2022-10-05 15:47:42+00:00,"Why can’t Joker win a 3rd MVP? 

#DenverNuggets 
#NikolaJokic
#NBA","['DenverNuggets', 'NikolaJokic', 'NBA']",Twitter for iPhone
31,31,Love NBA,,NAB Fanbase,False,2022-10-05 11:05:02+00:00,"With Jamal Murray healthy, what is the ...
 
https://t.co/C7n0Y5uc04
 
#AARONGORDON #Basketball #DenverNuggets #ESPN #ESPNNBA #ESPNNBAToday #Highlights #JalenRose #JamalMurray #Jokic #MalikaAndrews #Nba2022 #NbaEspn #NbaHighlightsToday #NBAOnESPN #NBAToday #NikolaJokic https://t.co/JLscnLw4OX","['AARONGORDON', 'Basketball', 'DenverNuggets']",love.nba
32,32,Just 3🏀 💫,The Rotten Apple,"Content Researcher 🔎 - Sports, Politics, Art, Music, Culture, Business, Social & Media Connoisseur.  #BeyondBlackHistoryMonth
 #MoreThan  
#RepBX #DubNation",False,2022-10-04 19:51:47+00:00,NBA GMs vote #NikolaJokic as best center in the league over #JoelEmbiid. #NBATwitter #NBAGMSurvey https://t.co/DMlKBvv2qZ,"['NikolaJokic', 'JoelEmbiid', 'NBATwitter', 'NBAGMSurvey']",Twitter for Android
33,33,TalkBasket,Basketball World,"EuroLeague and FIBA media partner, all latest news from the NBA and the world of basketball. Get in touch at info@talkbasket.net",False,2022-10-04 14:50:37+00:00,"Nikola Jokic voted best center, passer by NBA general managers #NikolaJokic https://t.co/mS3key4stN",['NikolaJokic'],TalkBasket
34,34,Love NBA,,NAB Fanbase,False,2022-10-04 00:45:02+00:00,"#Denver Nuggets Playbook | 21 Series | What Makes This Play Great
 
https://t.co/XXoLUPpFG6
 
#21Chase #Colorado #ColoradoSports #DenverNuggets #DenverSports #DenverSportsNews #NbaPlaybook #NikolaJokic #NorthwestDivision #Pistol #Sports #WesternConference https://t.co/kFWePWRiaI","['Denver', '21Chase', 'Colorado']",love.nba
35,35,DERTₑₜₕ,Meme threads are in my moments,From the mind of @DertTheSequel and rarely @bmmohteraj. Orlando Magic and NBA fan account. Header from @/you.all.hail.hades on Instagram.,False,2022-10-03 18:31:30+00:00,"#MileHighBasketball #DenverNuggets #Jokic #NikolaJokic #NBATwitter

Thoughts on Braun?","['MileHighBasketball', 'DenverNuggets', 'Jokic', 'NikolaJokic', 'NBATwitter']",Twitter Web App
36,36,Sportskeeda Basketball,"Banglore, India",Sportskeeda - For the hardcore sports fan. The leading website for the best content on NBA and the game of basketball. A part of @sportskeeda.,True,2022-10-03 16:26:55+00:00,"15 Days till NBA season tips off! 🤩🏀

Player Trivia: Last season, Jokic became the first player in NBA history to record at least 2,000 points, 1,000 rebounds, and 500 assists in a single season and won the MVP! 🃏🙌

#nikolajokic #denvernuggets #nba https://t.co/knaL5obYCm",,Twitter for Android
37,37,Milan Prokic🇷🇸🇦🇺,"Adelaide, South Australia","Economists, accidental theater promoter , golf tragic.  https://t.co/JvGddmHiS1",False,2022-10-03 14:08:07+00:00,"@MiroslavCuk For a change, NBA games are in the best time here, 10-11AM. Make a coffee and watch. All EU sports are from midnight. One more sleep @nuggets #NikolaJokic",,Twitter for Android
38,38,Love NBA,,NAB Fanbase,False,2022-10-02 18:05:03+00:00,"What do you make of the #Denver #Nuggets ...
 
https://t.co/ui2kYDLon6
 
#AARONGORDON #AG #BallArena #Bones #BONESHYLAND #Boogie #BoogieCousins #DeMarcusCousins #DenverNuggets #Jamal #JamalMurray #Joker #Jokic #MichaelMalone #MichaelPorterJr #Mpj #Murray #NBA #NikolaJokic https://t.co/4IJAqRuwpB","['Denver', 'Nuggets', 'AARONGORDON', 'AG', 'BallArena', 'Bones']",love.nba
39,39,The NBA celebrity,"California, USA","#thenbacelebrity

Subscribe to our channel for more: 
https://t.co/zVoihXfI6s

We just ain't hoopers  but we love the game",False,2022-10-02 04:16:33+00:00,"Denver Nuggets training camp
Full video link: https://t.co/4zDx9nK0Y2 

#Joker #NikolaJokic #Jokic #DenverNuggets #Nuggets #basketball #basketballcamp #training #NBA2K23 https://t.co/F0w2xnTTpk","['Joker', 'NikolaJokic', 'Jokic', 'DenverNuggets']",Twitter Web App
40,40,Oh! Sports,Philippines,Oh! Sports PH is an official page of sports update and anything you need to know around the industry.,False,2022-10-02 04:00:00+00:00,"NBA: Top 5 players heading to the 2022-23 Season.

Is your favorite on this list?

Like and follow Oh Sports PH for more!

#NBA #basketball #favorites #Top5 #sports #fyp #SportsNews #entertainment #fypシ #lukadoncic #stephencurry #joelembiid #nikolajokic #giannisantetokounmpo https://t.co/zCsCSzSSY7",,Twitter Web App
41,41,Atarashi Otokonoko no Tensai 🗺,"Tokyo-to, Japan",“If you cross me imma throw you to the wolves”🐺  • Hit the tip button to donate to rent and new album 💿 • Thank You 🏧👻🌊,False,2022-10-01 21:14:44+00:00,Jokic Is funny 🤣 #hoodnews #nikolajokić #nba https://t.co/eCXa4UtXgn via @YouTube,"['hoodnews', 'nikolajokić', 'nba']",Twitter for iPhone
42,42,Love NBA,,NAB Fanbase,False,2022-10-09 15:52:02+00:00,"#Denver #Nuggets Summer League ...
 
https://t.co/zq1bId6BJe
 
#AARONGORDON #AG #BallArena #Bones #BONESHYLAND #Boogie #BoogieCousins #DeMarcusCousins #DenverNuggets #DenverNuggetsNews #DenverNuggetsPodcast #Draft #Draft2022 #Jamal #JamalMurray #Joker #Jokic #MichaelMalone https://t.co/0aI61G9dpm","['Denver', 'Nuggets', 'AARONGORDON', 'AG', 'BallArena', 'Bones', 'BONESHYLAND']",love.nba
43,43,Love NBA,,NAB Fanbase,False,2022-10-09 12:47:02+00:00,"#Bones Hyland breaks down Game 4 of the ...
 
https://t.co/CX0Gudg7MC
 
#AARONGORDON #AG #BallArena #BONESHYLAND #Boogie #BoogieCousins #Colorado #ColoradoSports #DeMarcusCousins #DenverNuggets #DenverSports #DenverSportsNews #Jamal #JamalMurray #Joker #Jokic #MichaelMalone https://t.co/C4PEYp8ue6","['Bones', 'AARONGORDON', 'AG', 'BallArena', 'BONESHYLAND']",love.nba
44,44,TalkBasket,Basketball World,"EuroLeague and FIBA media partner, all latest news from the NBA and the world of basketball. Get in touch at info@talkbasket.net",False,2022-10-09 04:51:15+00:00,"Jamal Murray shrugged off thigh injury scare, calls it a ‘cramp’ #DenverNuggets #JamalMurray https://t.co/Oa1eaJwZio","['DenverNuggets', 'JamalMurray']",TalkBasket
45,45,Love NBA,,NAB Fanbase,False,2022-10-08 13:42:02+00:00,"#Jamal #Murray leaves game as ...
 
https://t.co/VpjHyZryTG
 
#AARONGORDON #AG #BallArena #Bones #BONESHYLAND #Boogie #BoogieCousins #DeMarcusCousins #Denver #DenverNuggets #DenverNuggetsNews #DenverNuggetsPodcast #Draft #Draft2022 #JamalMurray #Joker #Jokic #MichaelMalone https://t.co/vElFS4iKX3","['Jamal', 'Murray', 'AARONGORDON', 'AG', 'BallArena', 'Bones', 'BONESHYLAND']",love.nba
46,46,ChrisCONVRDIST,"Denver, CO",Political nerd.🇺🇦🇺🇸Pro musician. Beagle owner.Nuggets4Life https://t.co/A67P0RFvBF for more info and new music! 🎶 Featured on TMZ and Yahoo,False,2022-10-08 03:13:32+00:00,Jamal Murray left the game tonight. Legitimately worried until there is an update. #jamalmurray #MileHighBasketball #gonuggets,"['jamalmurray', 'MileHighBasketball', 'gonuggets']",Twitter for iPhone
47,47,TalkBasket,Basketball World,"EuroLeague and FIBA media partner, all latest news from the NBA and the world of basketball. Get in touch at info@talkbasket.net",False,2022-10-08 02:11:09+00:00,"Jamal Murray sustains thigh soreness, out for the rest of Nuggets-Bulls match #ChicagoBulls #DenverNuggets #JamalMurray https://t.co/KMxIwJNACB","['ChicagoBulls', 'DenverNuggets']",TalkBasket
48,48,Love NBA,,NAB Fanbase,False,2022-10-08 00:39:02+00:00,"Who will lead the offense in ...
 
https://t.co/m2yxzok2am
 
#AARONGORDON #AG #BallArena #Bones #BONESHYLAND #Boogie #BoogieCousins #DeMarcusCousins #DenverNuggets #DenverNuggetsNews #DenverNuggetsPodcast #Draft #Draft2022 #Jamal #JamalMurray #Joker #Jokic #MichaelMalone https://t.co/WHOfYtybfO","['AARONGORDON', 'AG', 'BallArena', 'Bones', 'BONESHYLAND']",love.nba
49,49,Love NBA,,NAB Fanbase,False,2022-10-07 02:28:05+00:00,"The top 3 most interesting #Nuggets of ...
 
https://t.co/8LkqK1Z4jo
 
#AARONGORDON #AG #BallArena #Bones #BONESHYLAND #Boogie #BoogieCousins #DeMarcusCousins #Denver #DenverNuggets #DenverNuggetsNews #DenverNuggetsPodcast #Draft #Draft2022 #Jamal #JamalMurray #Joker #Jokic https://t.co/VQ9ZUeT07a","['Nuggets', 'AARONGORDON', 'AG', 'BallArena', 'Bones']",love.nba
50,50,Art of mind,"Kraków, Polska",I draw. A lot.,False,2022-10-06 15:26:20+00:00,"It's great to see you back on the court @BeMore27 💪Let them arrows fly, my man! 
You know I always like to mix things up with my drawings, so here's Jamal in some retro 94' @nuggets threads.
#Denver #MileHighBasketball #nuggets #murray #jamalmurray #nba #nbaart #aom #nuggetsart https://t.co/0rcIDiCBvi",,Twitter Web App
51,51,Savant Hoops,"Chicago, IL","Savant Hoops Basketball Education • NBA Insight, Draft Analysis, & Film Breakdown • Find Your Inner Savant• Follow our Instagram • #SAVANT savanthoops@gmail.com",False,2022-10-06 01:48:03+00:00,"…After over a year since playing his last game, Jamal looked just as sharp as ever. Don’t be surprised if he further elevates his game this year and will be considered amongst the best scorers in the league. #hooper #jamalmurray https://t.co/t1jLQjOaqP",,Twitter for iPhone
52,52,jayden40_,,Jayden Patel Basketball 4 Life ❄️🐐👌🏾🏀 Youtube: https://t.co/6Oxjel846s Instagram: @jayden40_,False,2022-10-05 20:28:31+00:00,@BleacherReport He didn’t like the bubble because of basketball… if you know what I mean… #jamalmurray #nbabubble,"['jamalmurray', 'nbabubble']",Twitter for iPhone
53,53,Love NBA,,NAB Fanbase,False,2022-10-05 11:05:02+00:00,"With Jamal Murray healthy, what is the ...
 
https://t.co/C7n0Y5uc04
 
#AARONGORDON #Basketball #DenverNuggets #ESPN #ESPNNBA #ESPNNBAToday #Highlights #JalenRose #JamalMurray #Jokic #MalikaAndrews #Nba2022 #NbaEspn #NbaHighlightsToday #NBAOnESPN #NBAToday #NikolaJokic https://t.co/JLscnLw4OX","['AARONGORDON', 'Basketball', 'DenverNuggets']",love.nba
54,54,Spectator Sporting,,"Analyzing, debating, laughing & talking about the National & Chicago sports scene.",False,2022-10-04 23:11:20+00:00,"Can the Pelicans avoid the Play-In Tourney &amp; be a top 6 seed? Click link for full video.
https://t.co/abeIN2Dl5Y
Edited by CANTV @cantvchicago @Roachenomics31 #NBA #NBAPreseason #basketball #zionwilliamson #Pelicans #Neworleanspelicans #Cantv #Nuggets #DenverNuggets #jamalmurray https://t.co/Ysg23aSRpV",,Twitter for Android
55,55,Cary Valentine,,"Mental Game Coach for elite athletes, business professionals & performers. Best-selling author & radio show host. https://t.co/annU6ykxZg",False,2022-10-04 17:32:33+00:00,"Down in Denver, Australia's Jack White has made his mark. But so has his teammate Canada's Jamal Murray. Murray has suffered from self-doubts while sidelined, but time has healed him.
https://t.co/622P6PLeey #jamalmurray #selfdoubts",,Emphatic
56,56,Love NBA,,NAB Fanbase,False,2022-10-04 15:47:02+00:00,"#Jamal #Murray and Michael Porter Jr. ...
 
https://t.co/ohIlKuSgSN
 
#AARONGORDON #AG #BallArena #Bones #BONESHYLAND #Boogie #BoogieCousins #DeMarcusCousins #DenverNuggets #DenverNuggetsNews #DenverNuggetsPodcast #Draft #Draft2022 #JamalMurray #Joker #Jokic #MichaelMalone https://t.co/kGjjPyKpsn","['Jamal', 'Murray', 'AARONGORDON', 'AG', 'BallArena', 'Bones']",love.nba
57,57,NBA Players Highlights,,I gonna do NBA Players video highlights and upload on youtube and here,False,2022-10-04 15:39:49+00:00,"Jamal Murray NBA highlights NUGGETS vs THUNDER 03-10-2022 PRESEASON https://t.co/PqJdoDvx1i

Follow us for more  highlights!!

#JamalMurray #Jamal #Murray #nbaPRESEASON #nbahighlights #basketball #denver #nuggets #nuggets https://t.co/FkzfswsDxD",,Twitter Web App
58,58,8Xbet,WorldWide,8Xbet is the official betting partner of Manchester City in Asia and provides a truly authentic online gaming experience to users globally.,False,2022-10-04 15:00:03+00:00,"Following lengthy layoffs caused by injuries, three of the NBA’s best players are finally making their long-awaited returns. #nba #bensimmons #jamalmurray #kawhileonard #basketball #sportsnews #clippers #nuggets #76ers #8Xbet https://t.co/4wk4tBEz7V",,Twitter Web App
59,59,Alef Yei,,From alpha to omega... alef to yei.,False,2022-10-04 13:59:00+00:00,"Excited about this upcoming @NBA season:
-Return of #JamalMurray to @nuggets
-Return of #KawhiLeonard to @LAClippers 
-Drama with #RussellWestbrook with @Lakers 
-@Raptors looking sneaky good
-Return of everyone for @BrooklynNets
-Return to form for #JamesHarden with @sixers","['JamalMurray', 'KawhiLeonard']",Twitter Web App
60,60,TalkBasket,Basketball World,"EuroLeague and FIBA media partner, all latest news from the NBA and the world of basketball. Get in touch at info@talkbasket.net",False,2022-10-04 06:15:28+00:00,"Kawhi Leonard, Damian Lillard, Ben Simmons, Jamal Murray puts up a show in Monday preseason after respective long recovery hiatus #BenSimmons #DamianLillard #JamalMurray #KawhiLeonard https://t.co/WL3soDgvZA",,TalkBasket
61,61,Sammy Younan -28-,"Scarborough, ON","The zany love child of Clair Huxtable & Frank Grimes: Author, Host of @MySummerLair 🎙️ & Left-Handed.

📺 #SetTheVCR // 📕 #NewBookAlert // 🏀 #BallorFall",False,2022-10-04 03:11:19+00:00,"And now it's just a countdown...how many games until Bubble #JamalMurray returns to form.

Same how long issue with #KawhiLeonard. So we wait. #NBA #BallorFall https://t.co/dGS5H9iJlG",['JamalMurray'],Twitter Web App
62,62,Court Side Heat,"Mesa, AZ","Bringing you guys the best in basketball entertainment | Podcast episodes every Monday, Tuesday, Friday, Saturday | Newsletter comes out Wednesday",False,2022-10-04 02:22:25+00:00,"First basket in 539 days for JAMAL MURRAY 😤

#NBAPreseason #NBAPreseason2022 #JamalMurray #NBA #NBATwitter #Nuggets https://t.co/iSluyczj4G","['NBAPreseason', 'NBAPreseason2022', 'JamalMurray', 'NBA', 'NBATwitter', 'Nuggets']",Twitter for iPhone
63,63,NBA News and Highlights,"Oregon, USA","#NBA News, Stats, Games, Highlights, and Transactions",False,2022-10-04 02:21:50+00:00,"Beautiful 🤩 
#Nuggets #JamalMurray #NBA #NBATwitter #HIGHLIGHT #beautiful 
https://t.co/XJds2wW7Df","['Nuggets', 'JamalMurray', 'NBA', 'NBATwitter', 'HIGHLIGHT', 'beautiful']",Twitter for iPad
