,user_name,user_location,user_description,user_verified,date,text,hashtags,source
40,.Best Top-Level Domain,,"🌐 Register your .Best #Domain → https://t.co/8O1iGgbMLH
❤️ Download the Best #App → https://t.co/1ON2gEL3Nv
🛡️ Protect your #Brand → https://t.co/hYeU8VMWmj
📰 Join the #Best #Revue → https://t.co/tKDez2061r",False,2022-10-10 07:03:36+00:00,"#Best of the day on https://t.co/MqmlMsmLkS
Chicago Bulls - Put in work on the road in limited minutes
https://t.co/t1A1SerLFC
#basket-ball #basketball #bestbasketball #chicagobulls #chicago #bulls #work #road #limited",['Best'],BestTLDApp
41,.Best Top-Level Domain,,"🌐 Register your .Best #Domain → https://t.co/8O1iGgbMLH
❤️ Download the Best #App → https://t.co/1ON2gEL3Nv
🛡️ Protect your #Brand → https://t.co/hYeU8VMWmj
📰 Join the #Best #Revue → https://t.co/tKDez2061r",False,2022-10-10 07:03:34+00:00,"Download the Best #app to share your #Best #basket-ball content : https://t.co/3LwU9b7ybO
#basketball #bestbasketball #chicagobulls #chicago #bulls #work #road #limited #minutes #sports

https://t.co/AepPf0fIxi https://t.co/feRR9pMqNm","['app', 'Best', 'basket', 'basketball']",BestTLDApp
42,Best App,"Los Angeles, CA","⬇️ Download the #Best #App : https://t.co/XqjGm5wAoM
❤️ What's #Best Today ? 
💲 Discover, Share & Win the Best !",False,2022-10-10 07:03:28+00:00,"What's #Best on https://t.co/DVTf2jdAPp ?
Chicago Bulls - Put in work on the road in limited minutes
https://t.co/GF56d4VJsT
#basket-ball #basketball #bestbasketball #chicagobulls #chicago #bulls #work #road #limited",['Best'],THEDOTBEST
43,.Best Top-Level Domain,,"🌐 Register your .Best #Domain → https://t.co/8O1iGgbMLH
❤️ Download the Best #App → https://t.co/1ON2gEL3Nv
🛡️ Protect your #Brand → https://t.co/hYeU8VMWmj
📰 Join the #Best #Revue → https://t.co/tKDez2061r",False,2022-10-10 07:03:26+00:00,"Download the Best #app to share your #Best #basket-ball content : https://t.co/3LwU9b7ybO
#basketball #bestbasketball #chicagobulls #chicago #bulls #work #road #limited #minutes #sports

https://t.co/iBEL4nTRAo https://t.co/oMxJFNEtHX","['app', 'Best', 'basket', 'basketball']",BestTLDApp
44,Best App,"Los Angeles, CA","⬇️ Download the #Best #App : https://t.co/XqjGm5wAoM
❤️ What's #Best Today ? 
💲 Discover, Share & Win the Best !",False,2022-10-10 07:03:20+00:00,"Share the #Best #basket-ball content
Download the Best #app : https://t.co/29sgyGqVgy
#basketball #bestbasketball #chicagobulls #chicago #bulls #work #road #limited #minutes #sports

https://t.co/oVIXuuTAHf https://t.co/fu3eF53tLP","['Best', 'basket', 'app', 'basketball', 'bestbasketball']",THEDOTBEST
45,CYRIL FREMONT,"Paris, France","✈️ #ceo .Best #Domains → https://t.co/BoJlg0gjSG
❤️ #creator Best #App → https://t.co/CGuTzGaZTY
📰 #curator Best #Revue → https://t.co/qOPWX45Vur
🌐 what's my #Best → https://t.co/dQ7I6WPjeF",False,2022-10-10 07:03:14+00:00,"What's #Best on https://t.co/VfZu3jhm3V ?
Chicago Bulls - Put in work on the road in limited minutes
https://t.co/lJD68nJHRB
#basket-ball #basketball #bestbasketball #chicagobulls #chicago #bulls #work #road #limited",['Best'],BestTLD
46,Hat Crawler,,Crawling 300+ sites for new hat drops so you don’t have to. Links ⬇,False,2022-10-10 06:04:05+00:00,"CHICAGO BULLS ""CAMEL WHITE"" 59FIFTY TUMBLEWEED/WHITE now available from CULTUREKINGS

#newdrop #culturekings #australia #internationalshippingrates #nba #chicagobulls #bulls #bullsnation #chicago #illinois #camel #white #59fifty

https://t.co/IdzkLQyKtD","['newdrop', 'culturekings']",HatCrawler
47,Raw Chili,,,False,2022-10-10 06:03:02+00:00,"Post Game Thread: The #Chicago #Bulls defeat The Toronto Raptors 115-98 
 
https://t.co/BbnyQWXdno
 
#Basketball #ChicagoBulls #Illinois #NationalBasketballAssociation #NBA #NBAEasternConference #NBAEasternConferenceCentralDivision https://t.co/6ujSaRYXdx","['Chicago', 'Bulls', 'Basketball']",raw-chili
48,Brady Buchheit,,,False,2022-10-10 05:22:26+00:00,Why did i just see andre drummond shot 3/3 from 3 #NBA #ChicagoBulls,"['NBA', 'ChicagoBulls']",Twitter for iPhone
49,Bulls Podcast,Bulls Nation,Chicago Bulls Podcast hosted by @marcuscouch and @Radical_Creator  #bullsnation #chicagobulls #bulls,False,2022-10-10 05:00:12+00:00,"10 Days until Opening Day! #Bulls number 10, B.J. Armstrong was a fan favorite, winning 3 rings with the Bulls and named an All-Star starter in 1994. 

#chicagobulls #bullsnation #nbapreseason #nba #bullspodcast #podcast #bulls https://t.co/Ve8O47W9zI",['Bulls'],PostingPlatform
50,C. R. Ehm.,"Chicago, IL","MEHS/UIC alumnus; 08'/12'
Applied Psychology & Sociology double major.",False,2022-10-10 04:38:58+00:00,"@2Xtremebounce bruh. you are insane for this in-game 1step from FT line dunk. i look up to you, not because you're older &amp; wiser. (that's me @ 33yrs.old) but because you jump so high! amazing. 😲🤗  #slamdunk #ingame #freethrowline #ChicagoBulls #bounce https://t.co/Oagj0EMHrs",,Twitter for Android
51,AMB,"München, Germany","Tweets about football, basketball and other fun",False,2022-10-10 03:43:45+00:00,"chicagobulls: Put in work in limited minutes on the road. 

@DeMar_DeRozan | @NikolaVucevic https://t.co/vvDYDjy0tu #chicagobulls",['chicagobulls'],IFTTT
52,Love NBA,,NAB Fanbase,False,2022-10-10 03:30:02+00:00,"Chicago Bulls vs Toronto Raptors - ...
 
https://t.co/IQcqnFcN0B
 
#BullsVsNuggetsPreseason #BullsVsPelicans #BullsVsRaptors #BullsVsRaptorsFullGameHighlights #BullsVsRaptorsHighlights #BullsVsRaptorsPrediction #CentralDivision #ChicagoBulls #ChicagoBullsVsTorontoRaptors https://t.co/t2FM2lefnD","['BullsVsNuggetsPreseason', 'BullsVsPelicans']",love.nba
53,The Bloody Horns Podcast,,,False,2022-10-10 02:51:18+00:00,"Post game pod live now on Spotify and Apple!

Spotify-
https://t.co/wnsvpACwJE

Apple-
https://t.co/AApG3nFAk2

#bullsnation #seered #chicagobulls",,Twitter for iPad
54,AMB,"München, Germany","Tweets about football, basketball and other fun",False,2022-10-10 02:43:55+00:00,"chicagobulls: Woo with the spark off the bench in the second half!

@2Xtremebounce | #BullsNation https://t.co/6ruLnDhF5o #chicagobulls","['BullsNation', 'chicagobulls']",IFTTT
55,Lilly 🎨,,"I'm a Graphic Designer & traditional artist 🎨

              PC gamer and dog owner 🐾",False,2022-10-10 02:31:07+00:00,"I got a Cricut recently and for my first design, I chose something difficult to make. It's not perfect (uneven, air bubbles and angled) but it features my favorite player @DeMar_DeRozan #ChicagoBulls https://t.co/rM3AEhKYm3 https://t.co/VxTiawTUZL",,Twitter for Android
56,Love NBA,,NAB Fanbase,False,2022-10-10 01:50:03+00:00,"Post Game Thread: The Chicago Bulls defeat The Toronto Raptors 115-98
 
https://t.co/2Tf23thl9g
 
#CentralDivision #ChicagoBulls #EasternConference https://t.co/tzs2T5h3IT",['CentralDivision'],love.nba
57,AMB,"München, Germany","Tweets about football, basketball and other fun",False,2022-10-10 01:43:40+00:00,"chicagobulls: Coming home with the dub. Back at it Tuesday! 

@Plus500 | #BullsNation https://t.co/Nyo2HMPHwy #chicagobulls","['BullsNation', 'chicagobulls']",IFTTT
58,AMB,"München, Germany","Tweets about football, basketball and other fun",False,2022-10-10 01:43:39+00:00,"chicagobulls: Confirming: Woo took off from FAR!!

@2Xtremebounce | #BullsNation https://t.co/1Gzhr8P4bv #chicagobulls","['BullsNation', 'chicagobulls']",IFTTT
59,Hector The Hooper,,,False,2022-10-10 01:31:46+00:00,Trade @CobyWhite and @patricklw4 for @CJC9BOSS 🙏🏼 #chicagobulls,['chicagobulls'],Twitter for iPhone
60,Love NBA,,NAB Fanbase,False,2022-10-10 00:53:03+00:00,"Chicago Bulls vs Toronto Raptors - ...
 
https://t.co/BaEFqnYaQW
 
#BullsVsNuggetsPreseason #BullsVsPelicans #BullsVsRaptors #BullsVsRaptorsFullGameHighlights #BullsVsRaptorsHighlights #BullsVsRaptorsPrediction #CentralDivision #ChicagoBulls #ChicagoBullsVsTorontoRaptors https://t.co/iOhoq3X1EF","['BullsVsNuggetsPreseason', 'BullsVsPelicans']",love.nba
61,AMB,"München, Germany","Tweets about football, basketball and other fun",False,2022-10-10 00:43:55+00:00,chicagobulls: Preseason road dub! 💪 https://t.co/FoKl3Z6REy #chicagobulls,['chicagobulls'],IFTTT
62,AMB,"München, Germany","Tweets about football, basketball and other fun",False,2022-10-10 00:43:54+00:00,"chicagobulls: LOOK WHERE HE TOOK OFF FROM!!

@NBCSChicago | @2Xtremebounce https://t.co/QvOjwVttwf #chicagobulls",['chicagobulls'],IFTTT
63,AMB,"München, Germany","Tweets about football, basketball and other fun",False,2022-10-10 00:43:54+00:00,"chicagobulls: Dalen with the vision for a floating Woo!

@NBCSChicago | @2Xtremebounce https://t.co/O2X3hqCwXi #chicagobulls",['chicagobulls'],IFTTT
64,AMB,"München, Germany","Tweets about football, basketball and other fun",False,2022-10-10 00:43:53+00:00,chicagobulls: Down three with 12 to go! https://t.co/mGI4fjSBbz #chicagobulls,['chicagobulls'],IFTTT
65,SM Tauhidur Rahman,Bangladesh,Environmentalist,False,2022-10-10 00:37:55+00:00,"#Live Streaming Online⚽🔴🏆
#ChicagoBulls vs TorontoRaptors
📲💻Watch👉:https://t.co/kOSw05Zb6m

#LosAngelesLakers vs GoldenStateWarriors
📲💻Watch👉:https://t.co/UxeP9yr48U

#Bucaramanga vs Junior
📲💻Watch👉:https://t.co/ilzmr8S4zt
#NBAPreseason #PrimeraA  #SuitingUpTogether https://t.co/UvVhdpFPvO","['Live', 'ChicagoBulls', 'LosAngelesLakers']",Twitter Web App
66,Shorty’A,"Chicago, IL",❤️🏀 •Sacral Agenesis ♿️•Actor🎬 •Youtber 🎥 •Chicago 🏙 •Influencer🗣 •Use my code “SHORTYA” for $20 OFF your first SeatGeek Order!,False,2022-10-10 00:30:53+00:00,2 STRAIGHT W 🐂🔥 #BullsNation #ChicagoBulls https://t.co/UyWWgajnrB,"['BullsNation', 'ChicagoBulls']",Twitter for iPhone
67,Smilek,,,False,2022-10-10 00:27:03+00:00,Javonte Green has really improved his game. @chicagobulls #chicagobulls #bulls,"['chicagobulls', 'bulls']",Twitter for Android
68,Gushue Cards and Collectibles,"Halifax, NS, Canada","We sell vintage jerseys, collectibles, and sports cards in our eBay store. Please follow us on Instagram, and subscribe to our store.",False,2022-10-10 00:26:42+00:00,"Chicago Bulls NBA Basketball Jacket. For sale in our eBay store. 

https://t.co/oxGwcVzhkZ

#mensclothing #mensstyle #chicagobulls #bulls #bullsnation #nbajacket #nba #basketball #ebayfinds #ebayfashion #giftideas https://t.co/rl4wx3fId3",['mensclothing'],Twitter for Android
69,💙Melljxo💛,🇨🇦🇯🇲🇳🇬,"♥️Sports♥️trendy things♥️⚽️⚾️🏀🏈🏃🏾‍♀️NCAA/CIAU Fan Psalm 91,120 1Corrinthian 13:4,7 #GoAcadia🪓❤️ #GoBlue 〽️💙💛 #Raptors❤️🖤#WeTheNorth #MICH 12-2🏈B1G10🏆",False,2022-10-10 00:23:38+00:00,Ugh and do like these #Bull team #ChicagoBulls #TORvsCHI,"['Bull', 'ChicagoBulls', 'TORvsCHI']",Twitter for iPhone
