,user_name,user_location,user_description,user_verified,date,text,hashtags,source
16,Shane,,,False,2022-10-11 00:45:51+00:00,Hot take the #torontoraptors will be champions this season,['torontoraptors'],Twitter for iPhone
17,Love NBA,,NAB Fanbase,False,2022-10-11 00:37:02+00:00,"Come Raptors, join us.
 
https://t.co/H0NpCGqKfG
 
#AtlanticDivision #EasternConference #TorontoRaptors https://t.co/QOtjgsVshi","['AtlanticDivision', 'EasternConference', 'TorontoRaptors']",love.nba
18,Love NBA,,NAB Fanbase,False,2022-10-10 22:24:02+00:00,"Andre Drummond HEATS UP from Beyond the Arc! #NBAPreseason
 
https://t.co/MYVDq7yaF1
 
#Basketball #GLeague #Game0012200037 #NationalBasketballAssociation #NBA #NBAVideos #Team1610612761 #TorontoRaptors https://t.co/ZOMBQh73lF","['NBAPreseason', 'Basketball', 'GLeague']",love.nba
19,HabsHYPE,"Montreal, Qc","Artist @ fine Art America. Frames, Prints,📲Cases, Puzzles, Towels, Pillows and more!",False,2022-10-10 22:00:01+00:00,"Shop #WeTheNorth frames, prints, posters, mugs, puzzles, phone cases and more @ &gt;&gt; https://t.co/2TS03uP62h &lt;&lt; #NBA #NBA75 #NBATwitter #NBAPreseason #Toronto #TorontoRaptors #Raps #Raptors #RTZ #RaptorChallenge","['WeTheNorth', 'NBA']",Twitter Web App
20,Love NBA,,NAB Fanbase,False,2022-10-10 19:59:02+00:00,"RAPTORS FAMILY: WE&amp;#39;RE HITTIN&amp;#39; THE WALL, WE&amp;#39;LL BE FINE...
 
https://t.co/xfTu6cmWHb
 
#AtlanticDivision #EasternConference #TorontoRaptors https://t.co/hhKlqXxlo8",['AtlanticDivision'],love.nba
21,Love NBA,,NAB Fanbase,False,2022-10-10 19:05:02+00:00,"TIL of active coaches, Nick Nurse is tied for 5th longest tenured coach by season
 
https://t.co/dMJ884UgNn
 
#AtlanticDivision #EasternConference #TorontoRaptors https://t.co/G6G5Nfhu3S",,love.nba
22,Love NBA,,NAB Fanbase,False,2022-10-10 17:19:02+00:00,"From LeBronto to Champions: The Impossible Toronto Raptors Title Run
 
https://t.co/ZlZ4sSBiBY
 
#AtlanticDivision #EasternConference #TorontoRaptors https://t.co/v0KkY9a0CG",['AtlanticDivision'],love.nba
23,Love NBA,,NAB Fanbase,False,2022-10-10 16:31:02+00:00,"Chicago Bulls vs Toronto Raptors Full Highlights 2nd QTR | NBA Season 2022-23 Preseason Week 2
 
https://t.co/0MNNet7pDo
 
#AtlanticDivision #EasternConference #TorontoRaptors https://t.co/tYeRipNZXd",,love.nba
24,Niker,USA,New Niker - One place to get all the updates about new arrivals and offers on  Nike products!! R u A Niker? Follow Us,False,2022-10-10 16:13:44+00:00,"#TorontoRaptors Icon Edition 2022/23
#Nike Dri-FIT #NBA Swingman #Jersey

Must have for #Raptors fan.
size list here:- https://t.co/gLZfXBaMym https://t.co/Yrnwj5hliB","['TorontoRaptors', 'Nike', 'NBA', 'Jersey', 'Raptors']",Twitter Web App
25,Love NBA,,NAB Fanbase,False,2022-10-10 15:09:02+00:00,"Dalano Banton Postgame Interview | Raptors vs Bulls | 2022-23 NBA Preseason
 
https://t.co/ulO0frsHlI
 
#AtlanticDivision #EasternConference #TorontoRaptors https://t.co/lvPXZ71MTQ",,love.nba
26,HabsHYPE,"Montreal, Qc","Artist @ fine Art America. Frames, Prints,📲Cases, Puzzles, Towels, Pillows and more!",False,2022-10-10 15:00:01+00:00,"Shop #WeTheNorth frames, prints, posters, mugs, puzzles, phone cases and more @ &gt;&gt; https://t.co/GFn7ehqkQD &lt;&lt; #NBA #NBA75 #NBATwitter #NBAPreseason #Toronto #TorontoRaptors #Raps #Raptors #RTZ #RaptorChallenge","['WeTheNorth', 'NBA']",Twitter Web App
27,Love NBA,,NAB Fanbase,False,2022-10-10 14:39:03+00:00,"RAPTORS FAMILY: DRAYMOND APOLOGIZES, BUT WHAT DOES IT REALLY MEAN?
 
https://t.co/Psn6VgNy1n
 
#AtlanticDivision #EasternConference #TorontoRaptors https://t.co/kXIwCpvjVA",['AtlanticDivision'],love.nba
28,Love NBA,,NAB Fanbase,False,2022-10-10 13:53:02+00:00,"Jalen Green SHINES! I run out of superlatives for Tari! Rockets/Raptors breakdown! #NBA Preseason!
 
https://t.co/p8mHsxZoqk
 
#GLeagueIgnite #HoustonRockets #JalenGreen #JohnLucas #Lsu #NbaPreseason #SouthwestDivision #TariEason #TorontoRaptors #WesternConference https://t.co/B2nGHTw0d3",['NBA'],love.nba
29,Love NBA,,NAB Fanbase,False,2022-10-10 13:44:02+00:00,"Sharing his highlights just for the ""Generational Banton Hater""
 
https://t.co/VwhoAnwbWc
 
#AtlanticDivision #EasternConference #TorontoRaptors https://t.co/SvLjsboNsc",['AtlanticDivision'],love.nba
30,Raw Chili,,,False,2022-10-10 12:42:05+00:00,"Get this guy signed for some shooting ASAP 
 
https://t.co/gDL1RaZegK
 
#Basketball #NationalBasketballAssociation #NBA #NBAEasternConference #NBAEasternConferenceAtlanticDivision #Ontario #Raptors #Toronto #TorontoRaptors https://t.co/VMP7FGD9oN","['Basketball', 'NationalBasketballAssociation']",raw-chili
31,Love NBA,,NAB Fanbase,False,2022-10-10 11:44:02+00:00,"This sub for the next days
 
https://t.co/rDgsqkko1m
 
#AtlanticDivision #EasternConference #TorontoRaptors https://t.co/OYVnAFNkjm","['AtlanticDivision', 'EasternConference', 'TorontoRaptors']",love.nba
32,Love NBA,,NAB Fanbase,False,2022-10-10 10:50:02+00:00,"Chicago Bulls vs Toronto Raptors Full Game Highlights | Oct 9 | 2022 NBA Preseason
 
https://t.co/3YpPISpt6t
 
#AtlanticDivision #BullsVsRaptors #EasternConference #NbaHighlights #NBAPlayoffs #RaptorsVsBulls #TorontoRaptors https://t.co/RPo6IplPgs",,love.nba
33,Love NBA,,NAB Fanbase,False,2022-10-10 09:36:02+00:00,"Scottie Barnes on offense lately
 
https://t.co/DjZq0ZG0Ns
 
#AtlanticDivision #EasternConference #TorontoRaptors https://t.co/2x17azI6Sd","['AtlanticDivision', 'EasternConference', 'TorontoRaptors']",love.nba
34,Love NBA,,NAB Fanbase,False,2022-10-10 08:42:04+00:00,"#Raptors Post-Game Availability | October 09, 2022
 
https://t.co/4bs3oCWp04
 
#AtlanticDivision #Basketball #Canada #CanadaBasketball #EasternConference #FredVanvleet #NationalBasketballLeague #NBA #NickNurse #PascalSiakam #Toronto #TorontoRaptors https://t.co/J7u10uJVOH","['Raptors', 'AtlanticDivision', 'Basketball']",love.nba
35,Raw Chili,,,False,2022-10-10 08:23:02+00:00,"##NBAVideos: Andre Drummond HEATS UP from beyond the arc! #NBAPreseason 
 
https://t.co/xtmzur8Ek0
 
#Basketball #BasketballVideos #GLeague #Game0012200037 #NationalBasketballAssociation #NBA #NBAVlog #Team1610612761 #TorontoRaptors #Video #Videos #Vlog https://t.co/dVwmyhxER2","['NBAVideos', 'NBAPreseason', 'Basketball']",raw-chili
36,Love NBA,,NAB Fanbase,False,2022-10-10 07:34:03+00:00,"Dalano Banton slices through the defence and throws it down with authority
 
https://t.co/kvMLH8R2h8
 
#AtlanticDivision #EasternConference #TorontoRaptors https://t.co/Fn2K4A5nHs",,love.nba
37,Raw Chili,,,False,2022-10-10 06:05:04+00:00,"[Highlight] OG Anunoby blocks Zach LaVine twice in a minute 
 
https://t.co/dyVZb5hovy
 
#Basketball #NationalBasketballAssociation #NBA #NBAEasternConference #NBAEasternConferenceAtlanticDivision #Ontario #Raptors #Toronto #TorontoRaptors https://t.co/NdDq1F524B",['Basketball'],raw-chili
38,Love NBA,,NAB Fanbase,False,2022-10-10 05:17:03+00:00,"Get this guy signed for some shooting ASAP
 
https://t.co/3ft6k5efPP
 
#AtlanticDivision #EasternConference #TorontoRaptors https://t.co/jiNX8Rc3OA","['AtlanticDivision', 'EasternConference']",love.nba
39,Love NBA,,NAB Fanbase,False,2022-10-10 01:59:02+00:00,"[Highlight] OG Anunoby blocks Zach LaVine twice in a minute
 
https://t.co/9cyw4zXqM3
 
#AtlanticDivision #EasternConference #TorontoRaptors https://t.co/YGsUF1UFMJ",['AtlanticDivision'],love.nba
40,Brian.eth,"Toronto, Ontario","#GACC @GrandpaApeCC NFT investor and flipper. Crypto and Stock! 7 years in Crypto, ELECTRICIAN, skydiver,investor 🔥 gym lover and Canadian Boxer 🥊",False,2022-10-10 01:00:08+00:00,"Raptors game !! Even though they lost, always a good time. #TorontoRaptors #toronto #Raptors https://t.co/vXKgIRYRdg","['TorontoRaptors', 'toronto', 'Raptors']",Twitter for iPhone
41,💙Melljxo💛,🇨🇦🇯🇲🇳🇬,"♥️Sports♥️trendy things♥️⚽️⚾️🏀🏈🏃🏾‍♀️NCAA/CIAU Fan Psalm 91,120 1Corrinthian 13:4,7 #GoAcadia🪓❤️ #GoBlue 〽️💙💛 #Raptors❤️🖤#WeTheNorth #MICH 12-2🏈B1G10🏆",False,2022-10-10 00:21:54+00:00,Foul yes but still should have made the basket imo  #Raptors #TorontoRaptors #WeTheNorth #TORvsCHI #RaptorsvsBulls #NBA #NBAPreseason,"['Raptors', 'TorontoRaptors', 'WeTheNorth', 'TORvsCHI', 'RaptorsvsBulls', 'NBA', 'NBAPreseason']",Twitter for iPhone
42,💙Melljxo💛,🇨🇦🇯🇲🇳🇬,"♥️Sports♥️trendy things♥️⚽️⚾️🏀🏈🏃🏾‍♀️NCAA/CIAU Fan Psalm 91,120 1Corrinthian 13:4,7 #GoAcadia🪓❤️ #GoBlue 〽️💙💛 #Raptors❤️🖤#WeTheNorth #MICH 12-2🏈B1G10🏆",False,2022-10-09 23:59:11+00:00,#45 Banton 🔥🔥😤😤❤️🤍🖤 #Raptors #TorontoRaptors #WeTheNorth #TORvsCHI #RaptorsvsBulls #NBA #NBAPreseason,"['Raptors', 'TorontoRaptors', 'WeTheNorth', 'TORvsCHI', 'RaptorsvsBulls', 'NBA', 'NBAPreseason']",Twitter for iPhone
43,💙Melljxo💛,🇨🇦🇯🇲🇳🇬,"♥️Sports♥️trendy things♥️⚽️⚾️🏀🏈🏃🏾‍♀️NCAA/CIAU Fan Psalm 91,120 1Corrinthian 13:4,7 #GoAcadia🪓❤️ #GoBlue 〽️💙💛 #Raptors❤️🖤#WeTheNorth #MICH 12-2🏈B1G10🏆",False,2022-10-09 23:38:17+00:00,Yass Pascal xo 🖤🤍❤️ much needed!!  #Raptors #TorontoRaptors #WeTheNorth #TORvsCHI #RaptorsvsBulls #NBA #NBAPreseason,"['Raptors', 'TorontoRaptors', 'WeTheNorth', 'TORvsCHI', 'RaptorsvsBulls', 'NBA', 'NBAPreseason']",Twitter for iPhone
44,💙Melljxo💛,🇨🇦🇯🇲🇳🇬,"♥️Sports♥️trendy things♥️⚽️⚾️🏀🏈🏃🏾‍♀️NCAA/CIAU Fan Psalm 91,120 1Corrinthian 13:4,7 #GoAcadia🪓❤️ #GoBlue 〽️💙💛 #Raptors❤️🖤#WeTheNorth #MICH 12-2🏈B1G10🏆",False,2022-10-09 23:36:28+00:00,Been playing good ball! C’ om #Raptors #TorontoRaptors #WeTheNorth #TORvsCHI #RaptorsvsBulls #NBA #NBAPreseason,"['Raptors', 'TorontoRaptors', 'WeTheNorth', 'TORvsCHI', 'RaptorsvsBulls', 'NBA', 'NBAPreseason']",Twitter for iPhone
45,Rebeka B,Toronto,"Multitalented:Devoted to making a difference-one smile at a time. Passion:science,humanitarianism,diversity&inclusion,sports,movies,books,music,arts&photography",False,2022-10-09 22:57:16+00:00,"Catching the @Raptors and the Superfan in action!!!
Fan of the Superfan and Raptors - both. ☺️☺️☺️
Raptors playing Chicago Bulls tonight! 
🦖🏀

@superfan_nav #superfan #Raptors #Chicagobulls #torontoraptors @ScotiabankArena https://t.co/uhQ5jDkSIw https://t.co/wLFzRoH2ch",,Twitter for iPhone
46,💙Melljxo💛,🇨🇦🇯🇲🇳🇬,"♥️Sports♥️trendy things♥️⚽️⚾️🏀🏈🏃🏾‍♀️NCAA/CIAU Fan Psalm 91,120 1Corrinthian 13:4,7 #GoAcadia🪓❤️ #GoBlue 〽️💙💛 #Raptors❤️🖤#WeTheNorth #MICH 12-2🏈B1G10🏆",False,2022-10-09 22:41:57+00:00,Banton this season thus far 🔥🔥#Raptors #TorontoRaptors #WeTheNorth #TORvsCHI #RaptorsvsBulls #NBA #NBAPreseason,"['Raptors', 'TorontoRaptors', 'WeTheNorth', 'TORvsCHI', 'RaptorsvsBulls', 'NBA', 'NBAPreseason']",Twitter for iPhone
47,Love NBA,,NAB Fanbase,False,2022-10-09 22:41:02+00:00,"I’m just happy that Justin gets to play
 
https://t.co/FpRp0ybBFa
 
#AtlanticDivision #EasternConference #TorontoRaptors https://t.co/Gy8VOj189e","['AtlanticDivision', 'EasternConference']",love.nba
48,💙Melljxo💛,🇨🇦🇯🇲🇳🇬,"♥️Sports♥️trendy things♥️⚽️⚾️🏀🏈🏃🏾‍♀️NCAA/CIAU Fan Psalm 91,120 1Corrinthian 13:4,7 #GoAcadia🪓❤️ #GoBlue 〽️💙💛 #Raptors❤️🖤#WeTheNorth #MICH 12-2🏈B1G10🏆",False,2022-10-09 22:22:05+00:00,Yass Gary Trent Jr.  Trent Jr 🔥🔥😤👿  #Raptors #TorontoRaptors #WeTheNorth #TORvsCHI #RaptorsvsBulls #NBA #NBAPreseason,"['Raptors', 'TorontoRaptors', 'WeTheNorth', 'TORvsCHI', 'RaptorsvsBulls', 'NBA', 'NBAPreseason']",Twitter for iPhone
49,💙Melljxo💛,🇨🇦🇯🇲🇳🇬,"♥️Sports♥️trendy things♥️⚽️⚾️🏀🏈🏃🏾‍♀️NCAA/CIAU Fan Psalm 91,120 1Corrinthian 13:4,7 #GoAcadia🪓❤️ #GoBlue 〽️💙💛 #Raptors❤️🖤#WeTheNorth #MICH 12-2🏈B1G10🏆",False,2022-10-09 22:20:32+00:00,Nice ball movement #Raptors #TorontoRaptors #WeTheNorth #TORvsCHI #RaptorsvsBulls #NBA #NBAPreseason,"['Raptors', 'TorontoRaptors', 'WeTheNorth', 'TORvsCHI', 'RaptorsvsBulls', 'NBA', 'NBAPreseason']",Twitter for iPhone
50,💙Melljxo💛,🇨🇦🇯🇲🇳🇬,"♥️Sports♥️trendy things♥️⚽️⚾️🏀🏈🏃🏾‍♀️NCAA/CIAU Fan Psalm 91,120 1Corrinthian 13:4,7 #GoAcadia🪓❤️ #GoBlue 〽️💙💛 #Raptors❤️🖤#WeTheNorth #MICH 12-2🏈B1G10🏆",False,2022-10-09 22:14:31+00:00,And nice early 3 👏🏾👏🏾 #Raptors #TorontoRaptors  #TORvsCHI #RaptorsvsBulls #NBA #NBAPreseason,"['Raptors', 'TorontoRaptors', 'TORvsCHI', 'RaptorsvsBulls', 'NBA', 'NBAPreseason']",Twitter for iPhone
51,💙Melljxo💛,🇨🇦🇯🇲🇳🇬,"♥️Sports♥️trendy things♥️⚽️⚾️🏀🏈🏃🏾‍♀️NCAA/CIAU Fan Psalm 91,120 1Corrinthian 13:4,7 #GoAcadia🪓❤️ #GoBlue 〽️💙💛 #Raptors❤️🖤#WeTheNorth #MICH 12-2🏈B1G10🏆",False,2022-10-09 22:12:47+00:00,Vanfleet playing tonight .. #Raptors #TorontoRaptors #WeTheNorth  #TORvsCHI #RaptorsvsBulls #NBA #NBAPreseason,"['Raptors', 'TorontoRaptors', 'WeTheNorth', 'TORvsCHI', 'RaptorsvsBulls', 'NBA', 'NBAPreseason']",Twitter for iPhone
52,North Side Crew,"Toronto, Ontario","Official twitter of the North Side Crew. Check us out on the court and follow us for all events, appearances, pics and videos.",False,2022-10-09 21:46:32+00:00,"Feels SO good to have game day back in the city‼️Get to your seats Raptors’ fans 🎉

#raptors #northsidecrew #torontoraptors #dancers #wethenorth #nba #nbadancers #toronto #torontodancers #preseason #gameday #hairlovestudioinc #hairlove https://t.co/vNpGRaJZJy","['raptors', 'northsidecrew']",Twitter for iPhone
53,全王 Zen’ō Sama,"Toronto, Ontario",Cuore Bianco e Nero ⚪️⚫️ #WeTheNorth LeBron Team 👑,False,2022-10-09 21:41:14+00:00,"Here we go again ! 🏀🦖

#newseason #preseason #scotiabankarena #raptors #torontoraptors #toronto #wethenorth

@RaptorsFRA @Raptors @ScotiabankArena https://t.co/XNBPXzkWFe","['newseason', 'preseason', 'scotiabankarena', 'raptors', 'torontoraptors', 'toronto', 'wethenorth']",Twitter for iPhone
54,Mike S,"Milton, Ontario","Lifetime Home & School member, professional pallbearer, Hufflepuff, and public servant. Temporarily relocated to Milton, Ontario.",False,2022-10-09 21:39:46+00:00,Look waaaaaaaaay up.  #TorontoRaptors https://t.co/crJkYKCxrN,['TorontoRaptors'],Twitter for iPhone
55,Love NBA,,NAB Fanbase,False,2022-10-09 21:36:01+00:00,"TORONTO RAPTORS HEAD COACH SAY “PRECIOUS ACHIUWA” IS ON A MISSION!!!
 
https://t.co/A7NPvAHqhW
 
#AtlanticDivision #EasternConference #TorontoRaptors https://t.co/7X11bONUmi",['AtlanticDivision'],love.nba
56,Spookyfilms24,,https://t.co/rqB403I1FJ https://t.co/4BBpPCAchS,False,2022-10-09 21:31:20+00:00,"#Live  #Livestream #NBA 
#basketball   #NBAinAbuDhabi #NBAPreseason 
#Chicagobulls  #TorontoRaptors #WeTheNorth

▶️Toronto Raptors vs Chicago Bulls
             (02:30 GMT+2)
           🏀Link ⬇️🗑️
https://t.co/CxAd7wpNfK","['Live', 'Livestream', 'NBA', 'basketball', 'NBAinAbuDhabi', 'NBAPreseason', 'Chicagobulls', 'TorontoRaptors', 'WeTheNorth']",Twitter Web App
57,Football Live HD Soccer Streams,Italy,"Pep Guardiola
Football makes people happy and we will try to bring to you the best sports experience in HD quality.",False,2022-10-09 21:24:05+00:00,"#TorontoRaptors #ChicagoBulls #NBA #basketball #RaptorsBulls #NBAJapanGames #Toronto #NBATwitter 
Watch Toronto Raptors vs Chicago Bulls

               🇺🇸Link🏀
                    ⬇️

https://t.co/vwMe2sXd0n ✅","['TorontoRaptors', 'ChicagoBulls', 'NBA', 'basketball', 'RaptorsBulls', 'NBAJapanGames', 'Toronto', 'NBATwitter']",Twitter Web App
58,Love NBA,,NAB Fanbase,False,2022-10-09 20:51:02+00:00,"Yesterday's Collapse Was a Reminder That Winning a Title is Really Damn Hard
 
https://t.co/Mo2QS9ufDI
 
#AtlanticDivision #EasternConference #TorontoRaptors https://t.co/VdFJ4umKNu",,love.nba
59,Adam Zainul,"edmonton, alberta","27 year old muslim guy. i love my hockey, im a rapper and spoken word poet. im from edmonton, and you should follow me :)",False,2022-10-09 20:35:24+00:00,"Got to meet former Raptor, Alvin Williams last week! Love his work on the broadcasts!

#alvinwilliams #nbacanada #nbacanadaseries #edmonton #rogersplace #torontoraptors #fredvanvleet #basketball #yeg https://t.co/6iQTtedzj9","['alvinwilliams', 'nbacanada']",Instagram
60,Raw Chili,,,False,2022-10-09 20:23:02+00:00,"i got a vince carter jersey 
 
https://t.co/rBpPgSXsU8
 
#Basketball #NationalBasketballAssociation #NBA #NBAEasternConference #NBAEasternConferenceAtlanticDivision #Ontario #Raptors #Toronto #TorontoRaptors https://t.co/l5h7GOoOEj","['Basketball', 'NationalBasketballAssociation', 'NBA']",raw-chili
61,Love NBA,,NAB Fanbase,False,2022-10-09 20:03:02+00:00,"Jersey drops today in T-dot. Check Raptors Twitter for clues
 
https://t.co/Uborj6XjuV
 
#AtlanticDivision #EasternConference #TorontoRaptors https://t.co/69dwRaKlLl",['AtlanticDivision'],love.nba
62,PostUpVideos.com,"Fort Lauderdale, FL","We are revolutionizing how fanatical fans follow their favorite NBA teams, players and NBA Content Creators at https://t.co/kiMTwYwM5i .",False,2022-10-09 19:46:27+00:00,"NEW VIDEO TO WATCH:

""RAPTORS at ROCKETS | NBA PRESEASON FULL GAME HIGHLIGHTS | October 6, 2022"" 

Creator:  NBA

Brand New NBA Fan Video Platform: https://t.co/2f2wTRNJM6

#NBA #raptors #torontoraptors

https://t.co/ziihAAMGXq https://t.co/3MHZpQDywS",,Blog2Social APP
63,Love NBA,,NAB Fanbase,False,2022-10-09 19:39:03+00:00,"Chicago Bulls @ ##TorontoRaptors Preseason Preview! #DeMarDeRozan comes back to the #416 once again.
 
https://t.co/L2TYbISXno
 
#AtlanticDivision #Change #CommonSense #EasternConference #Humanity #Justice #Love #Media #News #Philosophy #Politcs #Solutions https://t.co/hxA1p2lfLk","['TorontoRaptors', 'DeMarDeRozan']",love.nba
64,Love NBA,,NAB Fanbase,False,2022-10-09 18:02:02+00:00,"Doesn't this pic just make you smile? 😃
 
https://t.co/wOp1MP7Hig
 
#AtlanticDivision #EasternConference #TorontoRaptors https://t.co/vX6dmRzxm9","['AtlanticDivision', 'EasternConference']",love.nba
65,Love NBA,,NAB Fanbase,False,2022-10-09 17:23:02+00:00,"Chicago Bulls FACEOFF With The Raptors Tonight!
 
https://t.co/6d7kp5h1Jw
 
#BullsNationStation #BullsVsRaptors #CentralDivision #ChicagoBulls #DemarDeRozan #EasternConference #Fyp #NBA #NbaPreseason #TorontoRaptors #ZachLaVine https://t.co/lsbEJedTay","['BullsNationStation', 'BullsVsRaptors']",love.nba
